Speech;Timestamp
Pardon, reći ćemo da sigma definira ovu klasu točkovnih modela, jel?;0:17:30.840000 - 0:17:36.340000
Znači, ovu klasu. Vidite, sigma definira klasu točkovnih modela tu.;0:17:36.340000 - 0:17:44.340000
Sigma definira klasu modela ovu, dobro,;0:17:45.340000 - 0:17:49.340000
ovoga i definira klasu okvira ovu tu.;0:17:50.340000 - 0:17:54.340000
Znači, to su točkovni modeli na kojima je sigma istinit,;0:17:54.840000 - 0:18:01.840000
modeli na kojima je sigma istinit i okviri na kojima je sigma istinit.;0:18:01.840000 - 0:18:07.840000
Dobro?;0:18:07.840000 - 0:18:08.840000
Aha, dobro, kao ispuštamo vitice, ako je baš jedna formula.;0:18:10.840000 - 0:18:14.840000
Dobro. E sad, dobro, ovo sam već stoput rekao.;0:18:16.840000 - 0:18:19.840000
Znači, sigma definira svojstvo struktura,;0:18:19.840000 - 0:18:21.840000
ako definira klasu svih struktura s tim svojstvom.;0:18:21.840000 - 0:18:24.840000
Recimo, kažemo da box P povlači P, ili P povlači dajmont P,;0:18:24.840000 - 0:18:29.340000
definira refleksivnost, jer definira klasu,;0:18:29.340000 - 0:18:32.340000
opet, možda bolje, definira refleksivnost okvira,;0:18:32.340000 - 0:18:35.340000
jer definira klasu svih refleksivnih okvira.;0:18:35.340000 - 0:18:39.340000
Znači, kažemo da je klasa, odnosno svojstvo struktura,;0:18:40.340000 - 0:18:43.840000
modelno definabilna, ili definabilno,;0:18:43.840000 - 0:18:47.340000
ako postoji skup modelnih formula koje je definira.;0:18:47.340000 - 0:18:50.340000
Znači, opet, izuzetno, ono najvažnije riječ ovdje je skup.;0:18:50.340000 - 0:18:53.840000
Znači, može biti beskoračan.;0:18:53.840000 - 0:18:55.840000
Evo vidite, ove dvije formule, ali svaka zasebno.;0:18:56.340000 - 0:19:00.840000
Znači, to je ista formula što se okvira tiče,;0:19:00.840000 - 0:19:03.840000
valjanosti na okviru tiče.;0:19:03.840000 - 0:19:05.840000
Znači, nedavan te dvije trebaju da bi definirali refleksivnost okvira,;0:19:05.840000 - 0:19:08.840000
nego ova definira refleksivnost okvira i ova.;0:19:08.840000 - 0:19:11.840000
Isto tak, ista priča za transitivnost, ovo smo već pokazali.;0:19:11.840000 - 0:19:15.340000
Ovu euklitskost, znači ovu negativnu introspekciju,;0:19:16.340000 - 0:19:19.840000
ako ju raspišete, opet kontrapozi...;0:19:19.840000 - 0:19:22.840000
Ono, raspišete neke od boksova sa dajmondima i ubacite ove...;0:19:22.840000 - 0:19:30.340000
Znači, rješite se duplih negacija, okrenete po kontrapoziciji;0:19:30.840000 - 0:19:35.840000
i ne P i ne P prozovete P i P.;0:19:35.840000 - 0:19:38.840000
Onda ćete dobiti ovu formulu i vidjet ćete da se definira;0:19:39.340000 - 0:19:43.340000
baš klasa svih euklitskih okvira.;0:19:43.340000 - 0:19:45.840000
Ok. Možete si pomoću ovoga probati na crtat onu usmjerenost.;0:19:50.840000 - 0:19:56.840000
Jel vam tako, jel možda pomaže taj prijevod?;0:19:56.840000 - 0:20:00.840000
Ok. I L'ova formula, vidjeli smo jedan smjer, znači,;0:20:00.840000 - 0:20:04.840000
ako imamo transitivan inverzno dobro utemeljen okvir,;0:20:04.840000 - 0:20:07.340000
onda će ova formula biti valjana na tom okviru,;0:20:07.340000 - 0:20:10.840000
ali ako je valjana, onda ovoga će okvir priležeći,;0:20:10.840000 - 0:20:15.840000
mislim, relacija će biti transitivna inverzno dobro utemeljena,;0:20:15.840000 - 0:20:18.840000
znači, formula definira klasu takvih okvira.;0:20:18.840000 - 0:20:21.840000
Ok. E sad, da. Znači, ovo tu je jedan od najvažnijih pojmova;0:20:22.840000 - 0:20:26.840000
u modalnoj logici, pojam bisimulacije.;0:20:26.840000 - 0:20:29.840000
Znači, vi sad imate nekak jedan model koji, ono,;0:20:30.840000 - 0:20:34.840000
možete si zamišljati korake u tom modelu, jel?;0:20:35.840000 - 0:20:38.840000
I sad nekako korake, ono, znači, ako možete u jednom modelu koraknut,;0:20:38.840000 - 0:20:44.840000
onda taj, i to od nekog svijeta na kojem vrijede jedne propozicijske variable;0:20:44.840000 - 0:20:50.840000
do svijeta na kojem vrijede druge, onda i u ovom drugom možete nekak simulirati taj korak.;0:20:50.840000 - 0:20:56.840000
Znači, imate svijet u kojem vrijede iste propozicijske variable, kao i tamo,;0:20:56.840000 - 0:21:01.840000
i sad ste opet koraknuli do svijeta u kojem vrijede iste, kao tamo.;0:21:01.840000 - 0:21:04.840000
Dobro? Znači, nekako, bisimulacija vam dozvoljava da se uvijek krećete u oba smjera.;0:21:04.840000 - 0:21:12.840000
Dobro? Znači, jedan model simulira drugi i drugi simulira prvi.;0:21:12.840000 - 0:21:16.840000
Znači, ajmo opet. Imamo dva modela, M i M'crta. Dobro?;0:21:16.840000 - 0:21:21.840000
Nekak se tu nalazimo u M, tu se nalazimo u M'crta. Dobro?;0:21:22.840000 - 0:21:27.840000
I sad imamo ovdje svijet duplo V, ovdje svijet duplo V'crta,;0:21:27.840000 - 0:21:32.840000
i sad šta to znači da su oni u bisimulaciji Z?;0:21:32.840000 - 0:21:36.840000
E, vidite, to vam znači da, kao prvo, iste propozicijske variable su istinite.;0:21:37.840000 - 0:21:46.840000
Znači, za svaku vari...ak je duplo V Z duplo V'crta, onda za svaku propozicijsku variablu vrijedi da je na duplo V forsira na P,;0:21:46.840000 - 0:21:56.840000
ako i samo ako je na duplo V'crta forsira na P. Dobro?;0:21:56.840000 - 0:22:00.840000
Što se inače tu prvo zapitate kad to vidite?;0:22:00.840000 - 0:22:04.840000
Znači, imamo da su za bisimulirane svijetove, imamo da su iste propozicijske variable istinite.;0:22:05.840000 - 0:22:12.840000
E sad, što ćemo se odmah zapitati? Jesu li iste što istinite?;0:22:13.840000 - 0:22:16.840000
Iste formule istinite. I, naravno da jesu. To je čitava poanta, jel?;0:22:16.840000 - 0:22:22.840000
Dobro. To svojstvo se zove et, u redu, kao et. Tamo je isto. Dobro?;0:22:23.840000 - 0:22:32.840000
Ok? Sad imamo svojstvo forth. Znači, idemo napraviti...;0:22:32.840000 - 0:22:35.840000
Imamo jedan korak u gornjem modelu, idemo ga odsimulirati u donjem modelu. Uredo?;0:22:35.840000 - 0:22:41.840000
Znači, tu napravim korak, jel? Tu mogu napraviti korak u neki svijet V i ovoga...;0:22:41.840000 - 0:22:50.840000
To je pretpostavka. Znači, imam svijetove duplo V i V, takve da je duplo V R V.;0:22:51.840000 - 0:22:57.840000
I ovo još uvijek imam, znači, duplo V Z duplo V'crta.;0:22:57.840000 - 0:23:01.840000
E sad mogu koraknut, ali ne sad baš bilo kako, nego tako da se ovo opet sinkronizira. Uredo?;0:23:01.840000 - 0:23:08.840000
Znači, mogu koraknut po R'crta do nekog svijeta V'crta, tako da ovdje vrijedi Z.;0:23:08.840000 - 0:23:20.840000
Odnosno da je V Z V'crta. Dobro? Kužite to.;0:23:20.840000 - 0:23:25.840000
Znači, jak imam ovu situaciju, ovoga mogu koraknut pametno. Jel?;0:23:26.840000 - 0:23:31.840000
Znači, koraknut ću, ali tak da sam ovoga u efektivno istoj situaciji kao što bi bio tu.;0:23:31.840000 - 0:23:40.840000
Dobro? Iste propozicijske variable vrijede tu. Ok?;0:23:40.840000 - 0:23:44.840000
Beg potpuno ista fora, samo ovo će biti scrtkano, a ovo će biti popunjeno. Jel tako?;0:23:46.840000 - 0:23:54.840000
Znači, imam situaciju ovo i ovo, mogu naći ovoga tu, tako da napravim ovaj korak i da si ovo paše po B simulaciji. Uredo?;0:23:55.840000 - 0:24:05.840000
