Speech;Timestamp
i stvarno ne bi trebalo biti ništa teško.;0:08:59.500000 - 0:09:02.500000
Naravno, rekli smo za atomarne formule je jasno,;0:09:02.500000 - 0:09:08.500000
to je sad ova priča o relativskim simbolima,;0:09:08.500000 - 0:09:11.500000
za otvorene formule isto vrijedi, to smo već dokazali;0:09:11.500000 - 0:09:14.500000
ili barem ispričali kako se dokaže.;0:09:14.500000 - 0:09:16.500000
Jedini problem su formule sa kvantifikatorima.;0:09:16.500000 - 0:09:18.500000
Međutim, formula sa univerzalnim kvantifikatorom;0:09:18.500000 - 0:09:23.500000
to je zapravo posljedica surjektivnosti.;0:09:23.500000 - 0:09:28.500000
Dakle, ako na lijevoj strani vrijedi za svaki x nešto,;0:09:28.500000 - 0:09:37.500000
onda će i na desnoj strani vrijedi za svaki y nešto,;0:09:38.500000 - 0:09:41.500000
jer će svaki y biti slika nekog x-a.;0:09:41.500000 - 0:09:44.500000
I vrlo slično se vidi da su egzistencijalni kvantifikatori;0:09:44.500000 - 0:09:48.500000
posljedice injektivnosti.;0:09:48.500000 - 0:09:50.500000
Neka preslikavanja nisu u onom smislu,;0:10:00.500000 - 0:10:05.500000
znači niti homomorfizmi, niti jaki homomorfizmi, niti išta takvo.;0:10:05.500000 - 0:10:09.500000
Ali svejedno imaju ovo sintaksno svojstvo da nekako mogu;0:10:09.500000 - 0:10:17.500000
u formuli samo preslikati elemente u valuaciji nekamo;0:10:17.500000 - 0:10:23.500000
po tom preslikavanju i da prije tom vrijedi ekvivalencija.;0:10:23.500000 - 0:10:28.500000
Za sve formule. Dakle, jednostavno takvo nešto;0:10:28.500000 - 0:10:32.500000
onda zovemo elementarno preslikavanje.;0:10:32.500000 - 0:10:34.500000
Dakle, ono što smo vidjeli je svakako homomorfizam,;0:10:35.500000 - 0:10:38.500000
pa niti jaki homomorfizam, ne mora biti elementarno preslikavanje,;0:10:38.500000 - 0:10:42.500000
jer opet formule s kvantifikatorima mogu biti problem.;0:10:42.500000 - 0:10:45.500000
Izomorfizmi uvijek jesu elementarna preslikavanja,;0:10:46.500000 - 0:10:49.500000
jer naravno, opet, izomorfizam je najjača moguća veze između struktura.;0:10:49.500000 - 0:10:54.500000
Ako između dvije strukture imate elementarno preslikavanje,;0:10:55.500000 - 0:10:58.500000
onda svakako imate i elementarnu ekvivalenciju.;0:10:58.500000 - 0:11:00.500000
Jer što je elementarna ekvivalencija?;0:11:00.500000 - 0:11:02.500000
To je specijalni slučaj ovoga kad je n jednak nula.;0:11:02.500000 - 0:11:05.500000
Dakle, kad nema ovih haova.;0:11:05.500000 - 0:11:07.500000
Kad imate zatvorenu formulu, rečenicu, onda je ona ista,;0:11:07.500000 - 0:11:11.500000
i lijevo i desno. Dakle, ovih haova onda isto nema.;0:11:11.500000 - 0:11:14.500000
I to je točno elementarna ekvivalencija.;0:11:14.500000 - 0:11:16.500000
Elementarno preslikavanje općenito ne mora biti jaki homomorfizam,;0:11:18.500000 - 0:11:21.500000
ali na normalnim strukturama mora.;0:11:21.500000 - 0:11:23.500000
Normalnost treba zapravo za, ne za ono što biste očekivali,;0:11:25.500000 - 0:11:29.500000
za relacijske simbole je dovoljno ovo, jer naravno samo stavite ovdje;0:11:29.500000 - 0:11:32.500000
atomarnu formulu i stvar štima. Ali za funkcijske i konstantske simbole;0:11:32.500000 - 0:11:36.500000
zapravo vam treba normalnost struktura da biste dobili da je;0:11:36.500000 - 0:11:41.500000
elementarno preslikavanje jakih homomorfiza.;0:11:41.500000 - 0:11:43.500000
Opet kažem, nijedna od ovih tvrnji nije komplicirana.;0:11:43.500000 - 0:11:46.500000
Svako od njih trebali biste moći raspisati dokaz vrlo jednostavno,;0:11:47.500000 - 0:11:51.500000
ne znam, pet minuta. Razlog zbog kojeg su one tu je samo da vam;0:11:51.500000 - 0:11:55.500000
približe te pojmove. Dakle, da jednostavno sad morate prisjetiti;0:11:55.500000 - 0:11:58.500000
šta je elementarno preslikavanje, šta je jakih homomorfiza,;0:11:58.500000 - 0:12:00.500000
šta su normalne strukture. Dakle, da jednostavno vježbate govor.;0:12:00.500000 - 0:12:04.500000
To je ono kad učite brojeve na njemačkom pa vas pitaju koliko je 7 plus 3;0:12:04.500000 - 0:12:09.500000
onda nije ideja da vi sad razmišljate koliko je 7 plus 3,;0:12:09.500000 - 0:12:12.500000
nego šta je Siben, šta je Drei i kak se kaže 10 na njemačkom.;0:12:12.500000 - 0:12:18.500000
Dakle, slična stvar je i ovdje. Učimo novi jezik,;0:12:18.500000 - 0:12:25.500000
dakle tvrdnje su same po sebi izuzetno jednostavne, ali je cilj naučiti jezik.;0:12:25.500000 - 0:12:31.500000
E sad, dakle, važna kombinacija tog dvojeg je elementarni podmodel,;0:12:36.500000 - 0:12:43.500000
odnosno opet u drugom smjeru elementarno proširenje.;0:12:43.500000 - 0:12:47.500000
Dakle, ako imam podmodel, tu piše M, ovaj tu znakić,;0:12:47.500000 - 0:12:57.500000
smo rekli da je na skupovima znači biti podskupa,;0:12:57.500000 - 0:13:00.500000
ali na podmodelima znači, na strukturama znači biti podmodel.;0:13:00.500000 - 0:13:05.500000
Pri tome kažemo da je elementarni podmodel, opet,;0:13:05.500000 - 0:13:09.500000
ili elementarno proširenje u drugom smjeru.;0:13:09.500000 - 0:13:11.500000
Oznaka je ova, dakle, malo je čudna oznaka jer kao, ne,;0:13:11.500000 - 0:13:15.500000
ne implicira da je relacija refleksivna, iako svako jeste,;0:13:15.500000 - 0:13:18.500000
dakle, svaka struktura je elementarno proširenje od same sebe.;0:13:18.500000 - 0:13:22.500000
Ali ono što je važnije je da zapravo imam ovaj isti,;0:13:22.500000 - 0:13:28.500000
na prvi pogled, isti uvjet kao kod elementarnog preslikavanja.;0:13:28.500000 - 0:13:33.500000
Jedino što nemam preslikavanja, evo dakle, vidite ovdje,;0:13:33.500000 - 0:13:35.500000
ovdje nema haova. Zašto to smijem napraviti?;0:13:35.500000 - 0:13:38.500000
Pa upravo zbog toga što je M podmodel ovdje,;0:13:38.500000 - 0:13:40.500000
dakle, meni ima smisla ovaj F u većoj strukturi;0:13:40.500000 - 0:13:43.500000
interpretirati sa istim elementima s kojima sam interpretirao u manjoj strukturi.;0:13:43.500000 - 0:13:48.500000
Naravno, to što imam pravo to interpretirati, ne znači da će to vrijediti,;0:13:48.500000 - 0:13:50.500000
ako i samo ako, ali ako vrijedi, ako i samo ako,;0:13:50.500000 - 0:13:53.500000
onda kažem da je to elementarni podmodel.;0:13:53.500000 - 0:13:56.500000
Dakle, može se dogoditi da imam podmodel koji nije elementarni.;0:13:56.500000 - 0:14:00.500000
Ali, dakle, vidjeli smo, vidjeli smo primjere sa kvantificiranim formulama i tako,;0:14:00.500000 - 0:14:05.500000
dakle, ovdje piše fakat za svaku formulu.;0:14:05.500000 - 0:14:08.500000
Može se čak i dogoditi, nisam sad siguran da znamo primjer,;0:14:09.500000 - 0:14:13.500000
ali možda bude u zadaći, dakle, može se dogoditi da imate podmodel;0:14:13.500000 - 0:14:18.500000
i da imate elementarno preslikavanje, ali da nemate elementarni podmodel.;0:14:18.500000 - 0:14:23.500000
Dakle, da ovo elementarno preslikavanje mora nekako drugačije preslikati elemente,;0:14:23.500000 - 0:14:27.500000
da biste zapravo dobili ovu equivalenciju.;0:14:27.500000 - 0:14:29.500000
Dakle, može se svašto dogoditi.;0:14:29.500000 - 0:14:31.500000
Dakle, ovdje smo zahtjevali da je n-podmodel, plus još ovu činjenicu,;0:14:32.500000 - 0:14:37.500000
da bi bio elementarni podmodel.;0:14:37.500000 - 0:14:39.500000
Međutim, napomena kaže, a ako su strukture normalne, onda ovo ne treba zahtjevat.;0:14:39.500000 - 0:14:44.500000
Zašto? Jer je posljedica ovog ovdje.;0:14:44.500000 - 0:14:47.500000
Opet, za konstantske simbole imate dokazano u skripti, čisto da malo otvorite skriptu.;0:14:47.500000 - 0:14:52.500000
Ali, ovaj, naravno, to je lakši dio.;0:14:52.500000 - 0:14:55.500000
Još ima priča o funkcijskim simbolima.;0:14:55.500000 - 0:14:57.500000
Opet, priča o relacijskim simbolima je jednostavna, jer samo za uf staviti datumarnu formulu i stvar prođe.;0:14:57.500000 - 0:15:02.500000
Ali za funkcijske simbole možda treba malo misliti.;0:15:02.500000 - 0:15:06.500000
Dobro, svakako element, opet sad, učimo jezik, ne, tvrdnje su totalno trivialne.;0:15:08.500000 - 0:15:15.500000
Jednom kad skužite šta kažu, dakle, ako imate elementarni podmodel,;0:15:15.500000 - 0:15:19.500000
onda je on sigurno elementarno-equivalentan.;0:15:19.500000 - 0:15:22.500000
Jer, opet, specijalni slučaj ovoga, za n jednako nula.;0:15:22.500000 - 0:15:25.500000
Ako stavite rečenicu, onda će biti isto.;0:15:25.500000 - 0:15:28.500000
E, ovo je možda zanimljivo.;0:15:28.500000 - 0:15:30.500000
Znači, ako imate dva elementarna podmodela jedne te iste strukture,;0:15:30.500000 - 0:15:34.500000
i jedan je podmodel od drugog, onda je on također elementarni podmodel od ovog drugog.;0:15:34.500000 - 0:15:40.500000
Dakle, nekako ne može se dogoditi da između dva, ispod jednog te istog,;0:15:40.500000 - 0:15:46.500000
vrijede nekakva slabija relacija.;0:15:46.500000 - 0:15:48.500000
Čim vrijedi ova, onda zapravo vrijedi ova, jer naravno, cijelo vrijeme vrijede;0:15:48.500000 - 0:15:51.500000
vrijede jedne te iste formule.;0:15:51.500000 - 0:15:53.500000
Dobro, e, i sad, naravno, elementarni podmodeli, rekao sam,;0:15:59.500000 - 0:16:03.500000
dosta su važni, često se pojavljaju, često trebaju za nekakve stvari.;0:16:03.500000 - 0:16:07.500000
Kasnije, dobro je imati nekakav jednostavan kriterij što zapravo treba provjeriti;0:16:07.500000 - 0:16:14.500000
da bi podmodel bio elementarni.;0:16:14.500000 - 0:16:16.500000
Jer, pazite, ovdje zapravo kaže za svaku formulu.;0:16:16.500000 - 0:16:19.500000
Ne možeš sad iči stvarno provjeravati za svaku formulu,;0:16:19.500000 - 0:16:21.500000
formula ima razno raznih.;0:16:21.500000 - 0:16:22.500000
I zapravo, nekako smo vidjeli da dosta tih formula nekako prirodno;0:16:22.500000 - 0:16:26.500000
se preslikavaju između jedno i drugo.;0:16:26.500000 - 0:16:31.500000
Možda nekako samo kvantifikatori su problem.;0:16:31.500000 - 0:16:33.500000
Možda čak samo jedna vrsta kvantifikatora i takve neke stvari;0:16:33.500000 - 0:16:37.500000
su ono što zapravo treba provjeriti.;0:16:37.500000 - 0:16:41.500000
I o tom je zapravo govorit Tarski-Votov kriterij za elementarne podmodele.;0:16:41.500000 - 0:16:46.500000
Dakle, kaže više manje ovo.;0:16:46.500000 - 0:16:48.500000
Ako na većem modelu, m je podmodel od n,;0:16:48.500000 - 0:16:53.500000
pretpostavka je da je podmodel i još treba vrijediti nešto;0:16:53.500000 - 0:16:57.500000
da bi bio elementarni podmodel.;0:16:57.500000 - 0:16:59.500000
I to nešto zapravo je vrlo, vrlo malo.;0:16:59.500000 - 0:17:01.500000
To nešto je samo da se u izvjesnom smislu čuvaju;0:17:01.500000 - 0:17:04.500000
egzistencijalni kvantifikatori.;0:17:04.500000 - 0:17:06.500000
Jer, naravno, onda sa negiranjem dobijete i čuvanje;0:17:06.500000 - 0:17:08.500000
univerzalnih kvantifikatora, a za formule bez kvantifikatora;0:17:08.500000 - 0:17:11.500000
smo to dobili već prije.;0:17:11.500000 - 0:17:14.500000
Dakle, ako u većoj strukturi, u proširenju, da tako kažem,;0:17:14.500000 - 0:17:21.500000
vrijedi nekakva egzistencijalno kvantificirana formula;0:17:21.500000 - 0:17:25.500000
sa nekakvim variabloma interpretiranim sa a1 do ak,;0:17:25.500000 - 0:17:32.500000
onda ona u izvjesnom smislu vrijedi i u ovom manjem.;0:17:32.500000 - 0:17:41.500000
Ali šta je dovoljno? Ne moram ja sad provjeravati;0:17:41.500000 - 0:17:44.500000
tu formulu u manjem modelu.;0:17:44.500000 - 0:17:46.500000
Jedino što moram provjeriti je da, ovo tu zapravo kaže;0:17:46.500000 - 0:17:50.500000
da postoji nekakav svjedok, postoji nekakav a,;0:17:50.500000 - 0:17:53.500000
koji se nalazi u nosaču ovoj veće, u proširenju,;0:17:53.500000 - 0:17:56.500000
koji zadovoljava to sve skupa zajedno sa još ovim ovdje.;0:17:56.500000 - 0:18:00.500000
E sad, kad god se tako nešto dogodi, onda trebam provjeriti;0:18:00.500000 - 0:18:05.500000
da postoji a u ovoj manjoj, koji također to zadovoljava.;0:18:05.500000 - 0:18:09.500000
I to je dovoljno. Tad je elementarni podlog dovoljen.;0:18:09.500000 - 0:18:13.500000
Vrlo, vrlo jednostavan primjer koji zapravo pokazuje;0:18:13.500000 - 0:18:17.500000
kak je nastao tarski vodno kriterij,;0:18:17.500000 - 0:18:20.500000
odnosno šta zapravo tu je bilo važno zapravo primijediti.;0:18:20.500000 - 0:18:25.500000
Ako imam teorija tusova, dakle totalno uređenih skupova,;0:18:27.500000 - 0:18:33.500000
i sad gledam Q, dakle poljeracionalnih brojeva i poljerealnih brojeva.;0:18:33.500000 - 0:18:38.500000
Poljeracionalnih brojeva je elementarni podmodel.;0:18:38.500000 - 0:18:41.500000
Dakle, naravno da je podmodel, jeli isto kao što je, šta ja znam,;0:18:41.500000 - 0:18:44.500000
tamo smo imali, N je podmodel od Z, ali nije elementarni podmodel.;0:18:44.500000 - 0:18:47.500000
Naravno, vidjeli smo one kvantificirane formule, šta ja znam,;0:18:47.500000 - 0:18:50.500000
N ima najmanji element, Z nema. Međutim, ovo zapravo kaže da bilo kakvu formulu,;0:18:50.500000 - 0:18:54.500000
bilo što što ja mogu iskazati u jeziku tusova, što vrijedi na Q,;0:18:54.500000 - 0:18:59.500000
vrijedi i na R. Sad će neko reći, ček malo, pa kak?;0:18:59.500000 - 0:19:02.500000
Dakle, prvo što ću reći, pa u R imaš korijen iz 2.;0:19:02.500000 - 0:19:05.500000
Da, je, ali korijen iz 2 ne možeš karakterizirati samo pomoći uređaja.;0:19:05.500000 - 0:19:08.500000
Onda će neko pametni reći, ali čekaj, čekaj, u R imaš aksijum potpunosti.;0:19:08.500000 - 0:19:12.500000
Aksijum potpunosti možeš karakterizirati pomoći uređaja, slažem se,;0:19:12.500000 - 0:19:15.500000
ali aksijum potpunosti nije formula prvog reda.;0:19:15.500000 - 0:19:18.500000
Aksijum potpunosti je formula drugog reda, jer ona zapravo priča o podskupovima.;0:19:18.500000 - 0:19:22.500000
Dakle, naravno, formule, zbog čega se ovo zove elementarna logika,;0:19:22.500000 - 0:19:26.500000
znači, zašto se logika prvog reda prije zvala elementarna?;0:19:26.500000 - 0:19:29.500000
Znači, zato što priča o elementima, a ne o kolekcijama objekata.;0:19:29.500000 - 0:19:32.500000
Možemo reći, logika drugog reda bi se onda u toj formulaciji zvala klasna logika.;0:19:32.500000 - 0:19:38.500000
Govorim o klasama, tako su se prije zvali skupovi.;0:19:39.500000 - 0:19:42.500000
Ali, kažem, ne možeš čak ni formulirati aksijum potpunosti,;0:19:44.500000 - 0:19:47.500000
jer ti za to treba ideja skupa, odnosno treba ti ideja zapravo u logici drugog reda,;0:19:47.500000 - 0:19:54.500000
jer se to zove relacijska varijabla. Možemo reći, podskup je nekakva unara relacija,;0:19:54.500000 - 0:20:01.500000
jednomjasna, ali je promjenjiva. Dakle, ja bih ih htio valuirati za svaku relaciju,;0:20:01.500000 - 0:20:06.500000
za svaki podskup, a to nemam. Nemam nekakve varijable relacijske.;0:20:06.500000 - 0:20:10.500000
Imam samo individualne ili elementarne varijable.;0:20:12.500000 - 0:20:14.500000
I sad, ovi prigovori koji nam prvi padnu na pamet ne funkcioniraju,;0:20:17.500000 - 0:20:22.500000
a ne funkcioniraju, zato što stvarno je elementarni podmodel.;0:20:22.500000 - 0:20:25.500000
I sad kažem kako se to može vrlo jednostavno dokazati ovdje.;0:20:25.500000 - 0:20:28.500000
Pa tako da zapravo primjerim tarski ovato kriterij.;0:20:28.500000 - 0:20:30.500000
Mislim, samo vrlo okvirno. Ako imam nekakvu formulu koja bi kaže nešto;0:20:30.500000 - 0:20:36.500000
o nekakvim odnosima između nekakvih realnih brojeva.;0:20:36.500000 - 0:20:45.500000
Evo me, šta ja znam tu? Postoji x za svaki y, x je manji od y.;0:20:45.500000 - 0:20:54.500000
I šta ja znam? Dakle, jednom kad valuiram sve...;0:20:54.500000 - 0:21:01.500000
Dobro, sve slobodne varijable, znači sa nekim konkretnim realnim brojevima.;0:21:08.500000 - 0:21:12.500000
Znači tu mi je nekakav a1, tu mi je nekakav a2, tu mi je možda a3 itd.;0:21:12.500000 - 0:21:17.500000
Onda ona gornja formula kaže, jedino što ovo uopće može reći,;0:21:20.500000 - 0:21:24.500000
je da postoji nekakav x koji je prema svima njima u nekakvim odnosima.;0:21:24.500000 - 0:21:29.500000
Znači, od nekih je veći, od nekih je manji.;0:21:29.500000 - 0:21:32.500000
