Speech;Timestamp
ali isto se mogu gledati s računarske strane.;0:01:55 - 0:01:58
To će uglavnom pričat kolega Horvat.;0:01:58 - 0:02:02
U drugom dijelu, odnosno, to će sad već biti ljetni semestar.;0:02:02 - 0:02:07
U svakom slučaju, kao i većina tih velikih kolegija na doktorskom,;0:02:07 - 0:02:15
drži se 31.00, po 2 sata tjedno. Kažem, pol-pol ja i Horvat.;0:02:15 - 0:02:21
Kolegiji se považe tako da se riješe domaće zadaće.;0:02:23 - 0:02:27
Četiri su, dakle, dvije moje, dvije Horvatove.;0:02:27 - 0:02:32
Ja ću poslat mailom, dakle, imam sve vaše mailove.;0:02:34 - 0:02:37
Vi ćete mailom poslat rješenja ili ćete ih donijeti tu na predavanja.;0:02:37 - 0:02:42
Nije nikakav problem. Ne bi trebalo biti tako strašno.;0:02:42 - 0:02:46
Što se tiče nekakve količine pisanja, ja bih rekao da par stranica;0:02:46 - 0:02:53
po zadaći će biti svakako dosta. Ali, zadaći će, naravno, biti teži;0:02:53 - 0:02:59
od onih na kakvi ste možda navekli na diplomskom studiju.;0:02:59 - 0:03:03
Zaočekivati je da će trebat za zadatke nešto malo i istraživat sa strane,;0:03:03 - 0:03:08
da će trebati malo uložiti nekav napor u možda generalizaciju nekih stvari;0:03:08 - 0:03:13
koje smo napravili ili tako nešto. Moje nekako pravilo,;0:03:13 - 0:03:19
o zadaći treba razmisliti tijedan dana. Ako unutar tijedan dana,;0:03:19 - 0:03:24
nakon tijedan dana još uvijek nemate ideju kako biste nešto riješili,;0:03:24 - 0:03:29
onda pitejte. Naravno, možete pitat na mat.overflowu,;0:03:29 - 0:03:33
možete pitat mene, možete pitat kolege. Ali svakako,;0:03:33 - 0:03:40
bilo bi super da u zadacima neko netrivijalno vrijeme pokušate razmisliti sami,;0:03:40 - 0:03:47
jer na taj način se najbolje uči.;0:03:47 - 0:03:50
Dobro, odkažem, bit će o tome još govora kad budu zadaće objavljene.;0:03:53 - 0:03:58
I svakako dio polaganja je sam ispit iz kolegija, za koji obično;0:03:59 - 0:04:06
studenti nekako smatraju da je najteži dio. Dakle, svakako je usmeni ispit;0:04:06 - 0:04:12
pred komisijom. Dakle, svakako će vam unutra biti predelači,;0:04:12 - 0:04:17
dakle, Horvat i ja. Osim ako bude bolesni ili nešto.;0:04:17 - 0:04:21
Na nekoj konferenciji, ko zna. I treći član može biti;0:04:21 - 0:04:25
ili profesor Perkovi ili profesor Buković. Mislim da smo za sad;0:04:25 - 0:04:29
naš četvorica u toj nekakvoj tom rosteru.;0:04:29 - 0:04:33
Ali teoretski je moguće da još netko bude u majoru,;0:04:33 - 0:04:38
cijelo u taj izbor.;0:04:38 - 0:04:42
Dobro, ali u svakom slučaju, ono što vam je za sad bitno,;0:04:43 - 0:04:46
mislim, nije za sad ništa bitno jer nećete još prijavljivati,;0:04:46 - 0:04:50
ali kad budete prijavljivali, mjesec dana ranije treba prijaviti ispit.;0:04:50 - 0:04:55
Što iz administrativnih razloga, što iz logističkih razloga.;0:04:55 - 0:04:59
Da se stignemo nas trojica organizirati, da vidimo kad ćemo biti svi,;0:04:59 - 0:05:03
uključujući i kandidata, u isto vrijeme, na istom mjestu.;0:05:03 - 0:05:09
Tako da računajte s tim da dovoljno ranije trebate prijaviti.;0:05:09 - 0:05:15
Dobro, ime ili on sam vam poslao u skriptu.;0:05:16 - 0:05:20
Mladen Vuković, primjenjena logika, tako se prije zvalo ovaj kolegi,;0:05:20 - 0:05:26
koja bi trebala pokriti uglavnom većinu gradiva.;0:05:26 - 0:05:32
Nešto malo pri kraju iz računarstva i tako, možda nije pokriveno,;0:05:32 - 0:05:36
ali to će vam još kolega Horvat objasniti.;0:05:36 - 0:05:40
Imate ovaj URL koji je isto spomenut u mailu gdje vam se nalazi nekakva hrpa;0:05:40 - 0:05:48
dodatne literature, knjiga koje možete zaviriti ako s nečim imate problema.;0:05:48 - 0:05:54
Opet, ili prilikom rješavanja zarađaja ili prilikom razumijevanja nekakvih dokaza.;0:05:54 - 0:06:00
Svakako, ovi slajdovi su također poslani mailom.;0:06:02 - 0:06:05
Nemam ništa protiv da ih koristite.;0:06:05 - 0:06:07
Zalim čuvati da ih vidite samo na predavanjima,;0:06:07 - 0:06:10
ali nekako moje iskustvo i iskustvo studenta koji su učili je da slajdovi nisu dovoljni;0:06:10 - 0:06:16
za naučiti kolegiji. U njima su raspisani neki detalji, neki nisu.;0:06:16 - 0:06:21
Neki su samo vrlo šturo opisani, neki su samo rečeno je ideja;0:06:21 - 0:06:28
kako se nešto dokazuje i tako. Svakako, treba čitati nešto malo veće, ozbiljnije.;0:06:28 - 0:06:36
Dobro, dakle, više manje smo rekli to što je na ovom slajdu.;0:06:38 - 0:06:45
Ok, ništa, krenimo. Samo za početak, je li ima nekakvih pitanja;0:06:45 - 0:06:50
što se tiče same logistike, što se tiče, ne znam, možda termina predavanja,;0:06:50 - 0:06:55
ali dobro, predpostavljam da vi koji ste tu, vama odgovara.;0:06:55 - 0:06:58
Možda sam nešto zaboravio reći, bitno što se tiče same organizacije, kolegija.;0:06:59 - 0:07:06
Krenimo, znači, krećemo s logikom i svakako, to će u ogromnoj većini;0:07:10 - 0:07:16
biti logika prvog reda. Logiku sudova ste valjda dovoljno pilili;0:07:16 - 0:07:20
na diplomskom studiju, naravno ste spomenuli logiku prvog reda;0:07:20 - 0:07:24
i neke teoreme ste dokazali, ali ne možda baš toliko koliko bi trebalo.;0:07:24 - 0:07:29
Pa ćemo ovdje svakako malo dublje ući u to.;0:07:29 - 0:07:32
I kažem, ovaj prvi dio ćemo uglavnom raditi nekakvu teoriju modela.;0:07:32 - 0:07:36
Dakle, to je zapravo nekakva teorija struktura prvog reda.;0:07:36 - 0:07:41
Znate što je struktura prvog reda, to ste valjda definirali;0:07:41 - 0:07:44
na diplomskom studiju. Znači, sad ćemo tu malo, odnosno puno dublje,;0:07:44 - 0:07:49
ući u to i vidjeti čega tu sve ima. I što se tiče zanimljivih teorema;0:07:49 - 0:07:54
i što se tiče zanimljivih nekakvih pojmova koji se onda mogu korisno primijeniti;0:07:54 - 0:08:00
u nekakvim drugim dokazima u matematici.;0:08:00 - 0:08:03
Dakle, što se tiče logike prvog reda, prvo treba definirati sintaksu.;0:08:05 - 0:08:10
Da bismo definirali sintaksu, moramo prvo definirati simbole koje koristimo.;0:08:10 - 0:08:14
To se onda obično zove alfabet logike. Znači, svakako imamo logičke simbole.;0:08:14 - 0:08:18
Dakle, ovih pet logičkih veznika i dva kvantifikatora.;0:08:18 - 0:08:21
Imam prebrojivao mnogo variabli. Dakle, najčešće ono x, y, z slova pri kraju ABCD,;0:08:21 - 0:08:27
ali naravno, s obzirom na to da mi ponekad treba nekako puno variabli,;0:08:27 - 0:08:32
onda ću koristiti sa nekakvim indeksima x1, x2 i tako dalje.;0:08:32 - 0:08:35
Pritom, uvijek treba razumjeti da je to jedna variabla.;0:08:37 - 0:08:40
Dakle, ne govorimo o nekakvom nizu variabli, ne govorimo o nekakvom skupu variabli;0:08:40 - 0:08:45
i ništa takvog. Mislim, naravno mogu na metalogičkoj razini govoriti o tome,;0:08:45 - 0:08:49
ali x2 gledam kao jedan simbol. Razlog zašto ga pišem pomoći dva simbola;0:08:49 - 0:08:53
je samo taj što jednostavno ne imam dovoljno slova.;0:08:53 - 0:08:56
Dakle, pored toga imam nelogičke simbole. Znači, one koje zapravo logici;0:08:58 - 0:09:04
daju nekakvu primjeru. Dakle, omogućavaju je i da se kao logika prvog reda;0:09:04 - 0:09:09
primijeni na nekakvu granu matematike i kao takva postane nekakva teorija prvog reda.;0:09:09 - 0:09:14
Dakle, tu su svakako relacijski simboli, znači simboli koji označavaju nekakve relacije,;0:09:16 - 0:09:22
odnosno bolje rečeno simboli koji su interpretirani nekakvim relacijama u strukturi.;0:09:22 - 0:09:27
Opet, naravno, PRS, obično koristeni kao simboli, možda Q.;0:09:28 - 0:09:33
I, naravno, opet slova sa indeksima.;0:09:35 - 0:09:38
Svaki od njih, svaki od tih relacijskih simbola ima predužen broj,;0:09:39 - 0:09:44
pozitivni broj, prirodni koji se zove mjesnost.;0:09:44 - 0:09:48
I, naravno, ono zapravo kaže koliko mjesta slobodnih ima u toj relaciji.;0:09:48 - 0:09:53
Dakle, nekako koliko argumenta ta prima na neki način računarski.;0:09:53 - 0:09:57
Dakle, ako hoćemo reći binarna relacija, zapravo ovdje to zovemo relacija mjesnosti 2,;0:09:57 - 0:10:02
unarna relacija relacija mjesnosti 1 i tako dalje.;0:10:02 - 0:10:05
Isto tako funkcije, dakle, imamo rezervirane simbole za njih,;0:10:05 - 0:10:09
obično FGH ili F sa negativnim indeksima.;0:10:09 - 0:10:12
Također svaka ima mjesnost, dakle, nekako broj, broj argumenta tako je prima.;0:10:12 - 0:10:16
Ono što je možda samo važno pomenuti u teorijama prvog reda,;0:10:16 - 0:10:21
koje ćemo im promatrat funkcije kojima interpretiramo funkcije simbole,;0:10:21 - 0:10:25
su uvijek totalne. Dakle, nema nedefiniranih funkcija.;0:10:25 - 0:10:29
Dakle, jednostavno, ono što bismo možda rekli, svaki term ima značenje,;0:10:29 - 0:10:34
svaki term se može interpretirati.;0:10:34 - 0:10:36
Specijalno svaka funkcija je totalna.;0:10:36 - 0:10:39
I svakako imam imena za nekakve konstante koje će mi trebati u izgradnji teorije.;0:10:39 - 0:10:47
To onda obično začevam sa C, eventualno sa indeksima.;0:10:47 - 0:10:51
I imam pomoćne simbole, to su zagrade i zarez.;0:10:51 - 0:10:54
Naravno, one služe prilikom zapisivanja nekakvog funkcijskog poziva;0:10:54 - 0:10:58
ili nekakve atomarne formule s nekakvim relacijskim simbolom.;0:10:58 - 0:11:01
Ako je binarna relacija, onda obično pišemo između,;0:11:01 - 0:11:04
ali ako je, na primjer, ternarna, onda obično pišemo nekako.;0:11:04 - 0:11:08
Svako koristimo i ove zareze i zagrade kao pomoćne simbole.;0:11:15 - 0:11:20
Naravno, ova prvi, drugi i četvrti komad alfabeta su fiksni.;0:11:20 - 0:11:29
Dakle, oni su zajednički svim teorijama prvog reda.;0:11:29 - 0:11:32
Ono u čemu se teorije prvog reda razlikuju su ovi neologički simboli.;0:11:32 - 0:11:36
Znači, obično njih nekako gledamo posebno.;0:11:36 - 0:11:40
I tu piše skup, ali zapravo, mislim, misle se malo više od skupa.;0:11:40 - 0:11:44
Dakle, naravno, sa svakim neologičkim simbolom dođe i informacija;0:11:44 - 0:11:48
o tome je li on relacijski, funkcijski ili konstantski.;0:11:48 - 0:11:51
Iak je relacijski ili funkcijski, onda dođe još informacija;0:11:51 - 0:11:54
o tome kakve je mjesnosti. Dakle, sve skupa, dakle,;0:11:54 - 0:11:57
informacija o tome koji su kakvi i kakve su mjesnosti,;0:11:57 - 0:12:00
eventualno, zove se signatura i označava se sa sigma.;0:12:00 - 0:12:04
Dakle, kao što rekao, jezik je zadan izborom signatura,;0:12:04 - 0:12:08
jer ovo sve ostalo je fiksno.;0:12:08 - 0:12:10
Dakle, signatura može biti bilo kakva.;0:12:12 - 0:12:14
U smislu, može imati sedam funkcijskih simbola,;0:12:14 - 0:12:17
nula konstantskih simbola, jedan relacijski simbol.;0:12:17 - 0:12:21
Ali ono što zahtjevamo, zahtjevamo da sadrže;0:12:21 - 0:12:24
barem jedan dvomjesni relacijski simbol iz dva razloga.;0:12:24 - 0:12:27
Dakle, svakako zahtjevamo da sadrže barem jedan relacijski simbol,;0:12:27 - 0:12:30
zato što bez toga ne možemo napraviti formule.;0:12:30 - 0:12:33
Dakle, jedini način da napravimo formulu je da u nekom trenutku;0:12:33 - 0:12:36
konstruiramo atomarnu formulu, a onda, naravno,;0:12:36 - 0:12:39
nam treba relacijski simbol. Toliko, valjda, ste logike čuli;0:12:39 - 0:12:42
na diplomatom studiju. Ali drugi razlog zašto baš želimo;0:12:42 - 0:12:45
da budemo dvomjesni je, naravno, da možemo iskonstruirati;0:12:45 - 0:12:48
formule sa jednakošću. Dakle, jednakošća će nam biti;0:12:48 - 0:12:51
u ovom situaciju i željećemo u ogromnom broju slučajeva;0:12:51 - 0:12:54
da naše strukture budu, ono što se kaže, normalne.;0:12:54 - 0:12:57
Dakle, za strukturu prvog rada kažemo da je normalna;0:12:57 - 0:13:00
ako se u njoj taj binarni relacijski simbol,;0:13:00 - 0:13:03
dakle, dvomjesni relacijski simbol kojeg smo zahtjevali u alfabetu,;0:13:03 - 0:13:07
interpretira baš sa jednakošću. Dakle, na primjer, možemo reći;0:13:07 - 0:13:11
da je R nula, mjesnosti dva.;0:13:11 - 0:13:14
Obeće se mjesnosti pišu ovdje gore.;0:13:14 - 0:13:17
Dakle, u nekakvoj strukturi M želimo ga baš interpretirati;0:13:21 - 0:13:26
sa pravom relacijom jednakosti, sa skupom svih xx gdje je x iz nosača od M.;0:13:26 - 0:13:37
Dakle, to je tzv. normalnost strukture M.;0:13:37 - 0:13:45
Dakle, ne mora biti, postoje i strukture prvog rada koje nisu normalne,;0:13:45 - 0:13:49
ali samo to da ih zovemo normalnima, valjda znači da ćemo često primatrati baš takve.;0:13:49 - 0:13:56
Kao, recimo, ne znam, normalni prostori u topologiji.;0:13:56 - 0:14:01
Postoji i oni koji nisu normalni, ali oni nisu normalni.;0:14:01 - 0:14:06
Dobro, dakle, to smo rekli.;0:14:08 - 0:14:10
A funkcijskih konstantnih simbola ne mora biti.;0:14:10 - 0:14:13
Sad će neko reći, a kako onda uopće možeš konstruirati terme?;0:14:14 - 0:14:17
Dakle, pomoću variabli.;0:14:17 - 0:14:19
Ako nema ni funkcijskih, ni konstantnih simbola, onda sigurno možemo variable koristiti;0:14:19 - 0:14:24
kao ono što stavljamo tu u atomarne formule.;0:14:24 - 0:14:28
Dobro, svakako možemo onda zahtjevat sve ovo.;0:14:29 - 0:14:33
Dakle, u smislu, kao što sam zahtjevao maksimalno, odnosno prebrojivo mnogo variabli,;0:14:33 - 0:14:38
tako mogu zahtjevat prebrojivo mnogo relacijskih simbola svake pojedine mjesnosti,;0:14:38 - 0:14:44
prebrojivo mnogo funkcijskih simbola svake pojedine mjesnosti;0:14:44 - 0:14:48
i prebrojivo mnogo konstantnih simbola.;0:14:48 - 0:14:50
To se onda zove logika prvog reda, kao nekakva skrozopćenita teorija prvog reda.;0:14:50 - 0:14:55
Dobro, dakle, ovo bi vam trebalo sve biti poznato od prije,;0:14:59 - 0:15:02
ali, kažem, ne škodi ponovit se.;0:15:02 - 0:15:04
I ovo također, dakle, kako se točno grade formule?;0:15:05 - 0:15:08
Jednom, kad imate signaturu sigma, term nad sigma,;0:15:08 - 0:15:12
ili, u skraćenom se kaže, sigma term, je bilo koja riječ generirana ovako nekim pravilom.;0:15:12 - 0:15:17
Dakle, jednostavno, term je znači ili variabla, ili je konstantni simbol, ili je ovako nešto.;0:15:17 - 0:15:24
Dakle, jednostavno, riječ koja se sastoji od redom funkcijskog simbola,;0:15:24 - 0:15:28
otvorene zagrade, zatim nekakvog terma, zareza, nekakvog drugog terma,;0:15:28 - 0:15:32
zareza i tako dalje, nekakvog entog terma i zatvorene zagrade.;0:15:32 - 0:15:36
Dakle, ovaj n je, naravno, ova mjesnost funkcije, mjesnost funkcijskog simbola.;0:15:36 - 0:15:41
Atomarna formula je, nešto sam već pričao, dakle, riječ oblika relacijski simbol;0:15:43 - 0:15:49
i onda opet zagrada, n terma, odvojenih zarezima i zatvorena zagrada,;0:15:49 - 0:15:53
gdje je n mjesnost ovih relacijskog simbola.;0:15:53 - 0:15:56
I, naravno, znači, specijalni slučaj, ako imamo mjesnost 2,;0:15:56 - 0:16:01
onda najčešće pišemo ovako infiksno, kako smo već naučili,;0:16:01 - 0:16:05
ne znam, na elementarnoj matematici ili gdje već.;0:16:05 - 0:16:08
Jednom kad znam što su atomarne formule, mogu definirati formule na sigma;0:16:08 - 0:16:12
ili sigma formule. Opet, znači, svaka formula je ili atomarna formula,;0:16:12 - 0:16:16
ili je negacija, ili je nekakva ovakva formula sa binarnim logičkim veznikom,;0:16:16 - 0:16:20
jednim od ova četiri, ili je kvantificirana formula po nekakvoj variabli;0:16:20 - 0:16:24
sa jednim od dva kvantifikatora.;0:16:24 - 0:16:27
Složenost formule je broj pojavljivanja logičkih simbola.;0:16:28 - 0:16:31
Dakle, ne brojem zagrade ni zareze, ne brojem variable,;0:16:31 - 0:16:34
ne brojem terme zapravo općenito, samo brojem logičke simbole.;0:16:34 - 0:16:41
Dakle, u ove četiri negaciju i kvantifikator.;0:16:41 - 0:16:45
Da, složenost sama po sebi se najčešće ne koristi nigdje drugdje,;0:16:48 - 0:16:52
nego kad nešto radim indukcijom po ono što zapravo moderno se kaže;0:16:52 - 0:16:56
indukcija po strukturi formule, dakle indukcija po nekom stablu;0:16:56 - 0:17:00
koje formulu predstavlja, ali ono, ako ste nekako više navikli;0:17:00 - 0:17:05
na indukciju po prirodnim brojima, onda se to može interpretirati;0:17:05 - 0:17:08
kao indukcija po prirodnom broju koji je upravo složenost formule.;0:17:08 - 0:17:12
Dobro, slobodne i vezene variable. Dakle, naravno, ako imate nekakvu;0:17:15 - 0:17:20
formulu oblika za svaki xf, onda unutar ovog efa se mogu pojavljivati xevi.;0:17:20 - 0:17:29
Znači, za taj x i za ove xeve kažemo da su u dosegu kvantifikatora ovog tu,;0:17:30 - 0:17:37
ili još kažemo da su vezane. Za variable koje nisu vezane kažemo da su slobodne.;0:17:37 - 0:17:44
Dakle, naravno, zapravo bismo trebali govoriti o pojavama variabli,;0:17:44 - 0:17:49
jer teoretski je zamisljivo da u formuli postoji i vezana pojava neke variable;0:17:49 - 0:17:54
i izvan toga. Slobodna pojava iste variable, ali najčešće nam takve;0:17:54 - 0:17:58
skroz patološke formule neće biti potrebne.;0:17:58 - 0:18:02
Na jedno mjesto, možda, kad budemo pričali o standardnoj translaciji,;0:18:03 - 0:18:06
će nam to zatrebati, ali onda ću reći točno o čemu se radi.;0:18:06 - 0:18:11
Dobro, znači, formula, kažemo da je otvorena ako nema kvantifikatora uopšte.;0:18:12 - 0:18:19
Dakle, ona je nekakva bulopska, odnosno, propozitijska kombinacija;0:18:19 - 0:18:25
atomarnih formula. A zatvorena formula je ona koja nema slobodnih variable.;0:18:25 - 0:18:30
Dakle, smije imati variable, ali sve variable moraju biti vezane.;0:18:30 - 0:18:33
Dakle, slično kao u topologiji. Pojam otvorenog i pojam zatvorenog;0:18:33 - 0:18:36
su potpuno nezavisni. Zamisljivo je da formula bude istovremeno;0:18:36 - 0:18:40
i otvorena i zatvorena. Recimo, na primjer, ako je ovako nešto.;0:18:40 - 0:18:49
Dakle, otvorena je jer nema kvantifikatora, a zatvorena je jer nema variable.;0:18:50 - 0:18:55
Uopšte pa tako ni slobodni. Dakle, ne može imati vezane variable jer,;0:18:55 - 0:18:59
naravno, ne smije imati kvantifikatora. Ali može biti ovako nešto.;0:18:59 - 0:19:03
A naravno, moguće je konstruirati formule koje nisu ni otvorene;0:19:04 - 0:19:07
ni zatvorene. Recimo, na primjer, što ja znam...;0:19:07 - 0:19:10
Dakle, ova formula svakako ima slobodnu variablu, a ima i kvantifikator.;0:19:20 - 0:19:31
Dakle, ne volja. Ili možda još jednostavnije.;0:19:32 - 0:19:35
Ovo je slobodna variabla, a ovo je kvantifikator.;0:19:38 - 0:19:42
Dobro, dakle. E sad, često pišemo ovak nešto, ili još kraće, ovako nešto.;0:19:43 - 0:19:51
Znači, to nam jednostavno označava formulu koje su sve slobodne variable;0:19:51 - 0:19:56
između ovih tu. Što to zapravo znači?;0:19:56 - 0:19:59
To znači da može imat slobodnu variablu x3,;0:19:59 - 0:20:02
može imat slobodnu variablu x15, dakle, na primjer, ovaj n1, 15.;0:20:02 - 0:20:07
Ne mora imat slobodnu variablu x2, znači ne moraju se sve ove doista pojaviti;0:20:07 - 0:20:12
kao slobodne variable, ali ono što zapravo hoćemo reći ovdje,;0:20:12 - 0:20:15
nema slobodnih variabli izvan ovog skupa x1 do xn.;0:20:15 - 0:20:19
Evo, slično kako kad, ne znam, definirate donjije trokuta s tom matricom,;0:20:19 - 0:20:24
onda uopće ne spomenjate donjih trokuta, ne kažete u gornjem trokutu su nula.;0:20:24 - 0:20:27
Nisu bitne ove tu variable x1 do xn, nego su bitne one druge, da nisu slobodne.;0:20:27 - 0:20:32
Smiju biti vezane, ali važno je da su slobodne samo među prvih n.;0:20:33 - 0:20:38
Dobro, e sad, naravno, nekakav vrlo elementarni primjer teorije prvog reda,;0:20:39 - 0:20:46
svakako, teorija grupa, dakle, nekakve algebarske strukture ste negdje slušali.;0:20:46 - 0:20:50
Znači, imate svakako što sve morate moći reći u nekakvoj grupi.;0:20:50 - 0:20:55
Morate moći reći da su neke stvari jednake, naravno, zato kažem,;0:20:55 - 0:20:58
nekako, ta jednakost je skroz bazična i najčešće ćemo je zahtjevat bez razmišljenja.;0:20:58 - 0:21:04
Ali, znači, pored toga, to je ono što zapravo stvar čini nekakvom teorijom,;0:21:04 - 0:21:08
ali ono što teoriju čini teorijom grupa je valjda da postoji množenje, što bi to bilo?;0:21:08 - 0:21:15
To bi bilo dvomjestni funkcijski simbol i postoji nekakva konstanta,;0:21:15 - 0:21:21
konstantski simbol koji označava, kako se to kaže, neutralni element, jedinicu.;0:21:21 - 0:21:27
Dobro, još bismo mogli, naravno, sad to ovisi od tome kako točno želite prezentirati teoriju grupa,;0:21:28 - 0:21:33
ali recimo mogli biste uvesti neki unarni funkcijski simbol za inverz,;0:21:33 - 0:21:37
dakle, ako svaki element ima inverz ili tako nešto.;0:21:37 - 0:21:40
Dakle, ovo je možda nekako uobičajena prezentacija grupa.;0:21:40 - 0:21:44
Naravno, koji binarni, odnosno dvomjestni relacijski simboli,;0:21:44 - 0:21:48
tako i dvomjestni funkcijski simboli često se pišu infiksno, to znate kao operacije.;0:21:48 - 0:21:52
Evo, nekih rečenica u jeziku teorije grupa.;0:21:53 - 0:21:57
Dakle, naravno, to sad mogu biti svakakve rečenice, ali ove tri sigurno prepoznajete.;0:21:57 - 0:22:03
Radi se o aksijomima grupe.;0:22:03 - 0:22:06
Valjda, ova prva kaže da je operacija asocijativna,;0:22:07 - 0:22:10
druga kaže da je E doista, dakle, tu ponekad se kaže,;0:22:10 - 0:22:15
postoji neutralni element, onda bi tu još bilo nekakav,;0:22:15 - 0:22:18
postoji y, pa bi tu pisalo sa y, ali možemo i ovako ovdje,;0:22:18 - 0:22:21
ona zapravo kaže da je interpretacija ovog konstantskog simbola E,;0:22:21 - 0:22:25
nekakva konstanta koja doista predstavlja neutralni element,;0:22:25 - 0:22:28
a ovo tu zapravo kaže da za svaki element postoji invers.;0:22:28 - 0:22:34
Naravno, razvoz zbog kojeg se ova E koristi,;0:22:39 - 0:22:42
nije samo zbog toga što ovdje smo htjeli biti ljeni,;0:22:42 - 0:22:46
pa je pa bio ispustiti jedan kvantifikator,;0:22:46 - 0:22:48
nego ovaj aksijom je puno kompliciranije zapisat ako nemate konstantu E.;0:22:48 - 0:22:52
Ljudi često kad prezentiraju teoriju grupa onda varaju,;0:22:54 - 0:22:56
onda kažu aha, ovdje postoji E, onda malo pauziraju navodnje aksijome,;0:22:56 - 0:23:02
onda dokažu da je taj E jedinstven, pa možemo koristiti oznaku za njega,;0:23:02 - 0:23:06
e onda u trećem aksijomu koriste oznaku za njega.;0:23:06 - 0:23:09
Naravno, kad imate komplicirane teorije, kao što recimo teorija skupova,;0:23:09 - 0:23:12
onda to praktički morate raditi jer aksijome postoje sve kompliciranije i kompliciranije;0:23:12 - 0:23:16
i jednostavno morate uvoditi pokrate bazirane na prethodnim aksijomima da biste uvjeli sljedeće.;0:23:16 - 0:23:21
Ali nekako ako je teorija dovoljno jednostavna kao što je teorija grupa,;0:23:21 - 0:23:24
onda svakako možete ono što se kaže u fiksnoj signaturi raditi.;0:23:24 - 0:23:28
Tako kao glasbi nekako, jel' ne?;0:23:31 - 0:23:33
Kad imate signaturu, onaj ključ u kojem pišete, jel' ako pišete neku jednostavnu sladbu,;0:23:33 - 0:23:37
onda naravno uz pametan izbor ključa to možete napraviti bez ikakve promjene,;0:23:37 - 0:23:41
a ako pišete neku kompliciranu glazbenu kompoziciju, onda svakako trebate nekad u procesu;0:23:41 - 0:23:48
i mijenjati ili ključ ili nekako sustav povisilica ili što veće.;0:23:48 - 0:23:56
Dobro, dakle, sada smo nešto rekli o tome što su formule, takva sintaksa.;0:23:59 - 0:24:05
Idemo govoriti o tome kako se formule interpretiraju, odnosno što formule znače.;0:24:05 - 0:24:10
Dakle, svakako, formule se interpretiraju na strukturama prvog reda.;0:24:11 - 0:24:18
Strukture prvog reda imaju nešto što se zove nosač i imaju nešto što se zove interpretacija.;0:24:18 - 0:24:24
Dakle, ono što je važno, između ostalog, dakle, baš zbog toga što želimo da naši termi uvijek imaju značenje,;0:24:24 - 0:24:36
zahtijevat ćemo da je nosač neprazan. Dakle, logika je vrlo, vrlo davna matematička disciplina;0:24:36 - 0:24:45
i nekako ljudi su počeli prihvatiti prazan skup kao legitiman skup puno, puno kasnije.;0:24:45 - 0:24:52
Odnosno kao legitimnu klasu, znači, prije same teorije skupova, ali ipak dovoljno kasno;0:24:52 - 0:24:58
da se nekako u logičkoj tradiciji zadržala ovaj princip nepraznosti domene;0:24:58 - 0:25:04
ili nepraznosti nosača. Dakle, kažem jednostavno, to ćemo uvijek predpostavljati,;0:25:04 - 0:25:08
osim ono, ako baš kažemo drugačije. Uglavnom, to je nekakav skup unutar kojega mi zapravo interpretiramo;0:25:08 - 0:25:17
ne naše formule, nego naše terme. Dakle, termi su zapravo imena za elemente nosača.;0:25:17 - 0:25:22
A ono što zapravo radimo s formulama, dobro, znači, svakako moram prvo objasniti što se događa za terme.;0:25:22 - 0:25:30
Dakle, fi je funkcija, znači interpretacija, definirana na signaturi, koja svakom ne logičkom simbolu;0:25:30 - 0:25:42
