Speech;Timestamp
tako već;0:08:25.400000 - 0:08:27.400000
znači, svaka formula C i;0:08:30.400000 - 0:08:33.400000
je oblika, znači, opet nekakav;0:08:39.400000 - 0:08:42.400000
V i dva crtica;0:08:43.400000 - 0:08:45.400000
znači, to su sad atomarne;0:08:45.400000 - 0:08:48.400000
s obzirom na to da su termi samo variable;0:08:53.400000 - 0:08:55.400000
svaka atomarna formula je ili oblika;0:08:55.400000 - 0:08:58.400000
neka variable je jednaka nekoj variable;0:08:58.400000 - 0:09:00.400000
ili neka variable je manja od neke variable;0:09:00.400000 - 0:09:03.400000
znači;0:09:03.400000 - 0:09:05.400000
i svaka D i;0:09:08.400000 - 0:09:10.400000
znači negacija;0:09:11.400000 - 0:09:13.400000
negacija od;0:09:13.400000 - 0:09:15.400000
tri crtice;0:09:16.400000 - 0:09:17.400000
manje od duplo V i;0:09:18.400000 - 0:09:20.400000
tri crtice, ok;0:09:20.400000 - 0:09:22.400000
dobro, znači to je čisto po;0:09:24.400000 - 0:09:26.400000
ovoj tu lemi;0:09:26.400000 - 0:09:28.400000
odnosno, napomeni što gotovo;0:09:28.400000 - 0:09:30.400000
da je to dovoljno gledati;0:09:30.400000 - 0:09:32.400000
e sad, znači;0:09:32.400000 - 0:09:34.400000
ono što ja tvrdim sad prvo je da;0:09:34.400000 - 0:09:36.400000
neke od ovih stvari mogu eliminirati;0:09:36.400000 - 0:09:39.400000
znači;0:09:39.400000 - 0:09:40.400000
s obzirom na to da;0:09:40.400000 - 0:09:42.400000
imam ovo;0:09:44.400000 - 0:09:46.400000
u mojoj teoriji;0:09:46.400000 - 0:09:48.400000
to znači da kad goto ja;0:09:48.400000 - 0:09:50.400000
znači za svaka;0:09:50.400000 - 0:09:52.400000
za svaka dva objekta;0:09:53.400000 - 0:09:55.400000
u nosaču modela;0:09:55.400000 - 0:09:57.400000
ja znam da su usporedine;0:09:57.400000 - 0:09:59.400000
ali zapravo znam i više;0:09:59.400000 - 0:10:01.400000
odnosno mogu reći ovako nekako;0:10:01.400000 - 0:10:03.400000
vrijedi točno jedno;0:10:05.400000 - 0:10:07.400000
od ovog trojeg;0:10:07.400000 - 0:10:09.400000
jer naravno;0:10:09.400000 - 0:10:11.400000
kad bi vrijedilo isto vremeno;0:10:11.400000 - 0:10:13.400000
ovo i ovo;0:10:13.400000 - 0:10:15.400000
to bi po principu;0:10:15.400000 - 0:10:17.400000
substitucije;0:10:17.400000 - 0:10:19.400000
takle, aha, aha, takle;0:10:19.400000 - 0:10:21.400000
podrazumijevamo da je ovo još;0:10:21.400000 - 0:10:23.400000
unija sa nekakvim akcijomima jednakosti;0:10:26.400000 - 0:10:28.400000
akcijomi jednakosti su;0:10:28.400000 - 0:10:30.400000
ako ćete gledati ono najjednostavnije;0:10:30.400000 - 0:10:32.400000
princip identiteta;0:10:35.400000 - 0:10:37.400000
dakle za svaki x;0:10:37.400000 - 0:10:39.400000
x jednako x;0:10:39.400000 - 0:10:41.400000
i ono Leibnitz ovo svojstvo substitutobilnosti;0:10:41.400000 - 0:10:43.400000
dakle kad got imate;0:10:43.400000 - 0:10:45.400000
kao bilo kakvu formulu;0:10:48.400000 - 0:10:50.400000
ali zapravo se može uzeti bilo kakvu atomarnu formulu;0:10:50.400000 - 0:10:53.400000
i u njoj je;0:10:53.400000 - 0:10:55.400000
u njoj se pojavljuje;0:10:58.400000 - 0:11:00.400000
neka varijabla;0:11:00.400000 - 0:11:02.400000
i imate da je ta varijabla jednaka nekoj drugoj varijabli;0:11:02.400000 - 0:11:04.400000
naravno uopće nije to termu;0:11:04.400000 - 0:11:06.400000
ali s obzirom na to da su termi samo varijable;0:11:06.400000 - 0:11:08.400000
onda princip substitucije izgleda jednostavnije;0:11:08.400000 - 0:11:10.400000
dakle ako je;0:11:10.400000 - 0:11:12.400000
za svaki x, za svaki y;0:11:12.400000 - 0:11:14.400000
x jednako y;0:11:14.400000 - 0:11:16.400000
i g od x;0:11:16.400000 - 0:11:18.400000
g od y;0:11:18.400000 - 0:11:20.400000
kažem, znači;0:11:20.400000 - 0:11:22.400000
možete to staviti kao nekakvu šemu;0:11:22.400000 - 0:11:24.400000
aksioma po jedan za svaku;0:11:26.400000 - 0:11:28.400000
formulu g;0:11:28.400000 - 0:11:30.400000
sa jednom slobodnom varijablom;0:11:30.400000 - 0:11:32.400000
ali možete zapravo;0:11:32.400000 - 0:11:34.400000
imat slučajeve;0:11:34.400000 - 0:11:36.400000
za pojedine;0:11:36.400000 - 0:11:38.400000
pojedine atomarne formule;0:11:38.400000 - 0:11:40.400000
kao što reklam, nema ih puno;0:11:40.400000 - 0:11:42.400000
ima ih samo dva oblika;0:11:42.400000 - 0:11:44.400000
znači zapravo hoćete imat x jednako y;0:11:44.400000 - 0:11:46.400000
i y jednako z;0:11:46.400000 - 0:11:48.400000
povlači x jednako z;0:11:48.400000 - 0:11:50.400000
ima ćete x jednako y;0:11:50.400000 - 0:11:52.400000
i x;0:11:52.400000 - 0:11:54.400000
y je manji od z;0:11:54.400000 - 0:11:56.400000
tada x je manji od z;0:11:56.400000 - 0:11:58.400000
i s druge strane;0:11:58.400000 - 0:12:00.400000
x jednako y;0:12:00.400000 - 0:12:02.400000
znači može se dogoditi da je zr. zr.;0:12:02.400000 - 0:12:04.400000
onda je z manji od x;0:12:08.400000 - 0:12:10.400000
i to su svi slučajeve;0:12:10.400000 - 0:12:12.400000
dejelje su samo bulovske kombinacije;0:12:12.400000 - 0:12:14.400000
dakle negacije, konjunkcije, resjunkcije;0:12:14.400000 - 0:12:16.400000
i toga;0:12:16.400000 - 0:12:18.400000
dobro, znači u svom slučaju;0:12:18.400000 - 0:12:20.400000
ima maksijum jednakosti;0:12:20.400000 - 0:12:22.400000
unotra, što zapravo znači;0:12:22.400000 - 0:12:24.400000
da kad ja imam ovak nešto;0:12:24.400000 - 0:12:26.400000
kad bi recimo imao ovo dvoje;0:12:26.400000 - 0:12:28.400000
onda bi to zapravo bilo u kontradikciji s ovim gorem;0:12:28.400000 - 0:12:30.400000
isto tako kad bih imao;0:12:30.400000 - 0:12:32.400000
ovo i ovo;0:12:32.400000 - 0:12:34.400000
onda bih po transitivnosti imao;0:12:34.400000 - 0:12:36.400000
i x manji od x;0:12:36.400000 - 0:12:38.400000
a to bi opet bilo;0:12:38.400000 - 0:12:40.400000
u kontradikciji s ovim gorem;0:12:40.400000 - 0:12:42.400000
dakle zapravo;0:12:42.400000 - 0:12:44.400000
ja znam;0:12:44.400000 - 0:12:46.400000
kao postirica ove teorije;0:12:46.400000 - 0:12:48.400000
te;0:12:48.400000 - 0:12:50.400000
to je zapravo teorija;0:12:52.400000 - 0:12:54.400000
gdje je ovo ne, ali;0:12:54.400000 - 0:12:56.400000
dakle;0:12:56.400000 - 0:12:58.400000
što;0:12:58.400000 - 0:13:00.400000
svaka ci je ekvivalentna;0:13:00.400000 - 0:13:02.400000
u teoriji te;0:13:08.400000 - 0:13:10.400000
vrijedi da je;0:13:10.400000 - 0:13:12.400000
svaka ci ekvivalentna s time da je;0:13:12.400000 - 0:13:14.400000
vi;0:13:14.400000 - 0:13:16.400000
dvo crtica;0:13:16.400000 - 0:13:18.400000
manje od;0:13:18.400000 - 0:13:20.400000
duplo vi dvo crtica;0:13:20.400000 - 0:13:22.400000
ili;0:13:22.400000 - 0:13:24.400000
vi;0:13:24.400000 - 0:13:26.400000
dvo crtica veća od;0:13:26.400000 - 0:13:28.400000
duplo vi dvo crtica;0:13:28.400000 - 0:13:30.400000
i isto tako;0:13:30.400000 - 0:13:32.400000
di;0:13:32.400000 - 0:13:34.400000
je ekvivalentna sa time da je;0:13:34.400000 - 0:13:36.400000
znači ako nije;0:13:36.400000 - 0:13:38.400000
ovo opet samo točno jedna od te;0:13:38.400000 - 0:13:40.400000
tri stvari vrijedi znači ili su onda jednake;0:13:40.400000 - 0:13:42.400000
ili je;0:13:48.400000 - 0:13:50.400000
desna;0:13:50.400000 - 0:13:52.400000
manja;0:13:52.400000 - 0:13:54.400000
što to znači? jednostavno sad znači da ja mogu njih;0:14:00.400000 - 0:14:02.400000
utrpat među aove i b ove;0:14:02.400000 - 0:14:04.400000
nažalost ne zbog toga što imamo ove;0:14:04.400000 - 0:14:06.400000
disjunkcije ovdje;0:14:06.400000 - 0:14:08.400000
međutim;0:14:08.400000 - 0:14:10.400000
ok dobro znači sad ono što sigurno;0:14:16.400000 - 0:14:18.400000
mogu znači to je nekakva konjunkcija;0:14:18.400000 - 0:14:20.400000
unutar koje neke od ovih stvari;0:14:20.400000 - 0:14:22.400000
su ekvivalente disjunkcijama;0:14:24.400000 - 0:14:26.400000
i sad naravno ja to mogu;0:14:28.400000 - 0:14:30.400000
raspisati kroz više;0:14:30.400000 - 0:14:32.400000
slučajeva;0:14:34.400000 - 0:14:36.400000
znači da tu imam;0:14:36.400000 - 0:14:38.400000
f1 ili f2;0:14:40.400000 - 0:14:42.400000
onda ću moći napisati čitavu;0:14:42.400000 - 0:14:44.400000
ovu stvar sa f1;0:14:44.400000 - 0:14:46.400000
postoji x;0:14:48.400000 - 0:14:50.400000
i sad tu imam nekakav;0:14:50.400000 - 0:14:52.400000
hf sam već iskoristio;0:14:52.400000 - 0:14:54.400000
znači dobro f crtica;0:14:54.400000 - 0:14:56.400000
i sad tu mi piše;0:14:58.400000 - 0:15:00.400000
f1 ili f2;0:15:00.400000 - 0:15:02.400000
znači to je svakako;0:15:02.400000 - 0:15:04.400000
ekvivalentno sa;0:15:04.400000 - 0:15:06.400000
postoji x;0:15:06.400000 - 0:15:08.400000
i sad tu piše;0:15:08.400000 - 0:15:10.400000
f crtica i f1;0:15:10.400000 - 0:15:12.400000
ili;0:15:12.400000 - 0:15:14.400000
f crtica i f2;0:15:14.400000 - 0:15:16.400000
dobro;0:15:16.400000 - 0:15:18.400000
a onda;0:15:18.400000 - 0:15:20.400000
postoji;0:15:20.400000 - 0:15:22.400000
komutira sad disjunkciju;0:15:22.400000 - 0:15:24.400000
znači to je postoji x f crtica;0:15:24.400000 - 0:15:26.400000
i f1;0:15:26.400000 - 0:15:28.400000
ili postoji x;0:15:28.400000 - 0:15:30.400000
f crtica i f2;0:15:30.400000 - 0:15:32.400000
drugim rječima;0:15:34.400000 - 0:15:36.400000
iako ne mogu doslovno;0:15:36.400000 - 0:15:38.400000
zamijeniti ovo sa ovim;0:15:38.400000 - 0:15:40.400000
mogu još jedan put proći;0:15:40.400000 - 0:15:42.400000
kroz dokaz ove leme i još jedan put;0:15:42.400000 - 0:15:44.400000
eliminirati svaku;0:15:44.400000 - 0:15:46.400000
od tih disjunkcija unutar konjunkcija;0:15:46.400000 - 0:15:48.400000
na potpuno isti nađen kao i prije;0:15:48.400000 - 0:15:50.400000
dakle sve sto na zapravo nekakvu;0:15:50.400000 - 0:15:52.400000
šta disjunktivnu normalnu formu;0:15:52.400000 - 0:15:54.400000
i onda distribuirati ovaj;0:15:54.400000 - 0:15:56.400000
egzistencijalni kvantifikator;0:15:56.400000 - 0:15:58.400000
da ću dobit;0:15:58.400000 - 0:16:00.400000
ova lema je stvarno najbolje;0:16:00.400000 - 0:16:02.400000
što mogu reći za općenite teorije;0:16:02.400000 - 0:16:04.400000
ali za ovakvu teoriju mogu reći i bolje;0:16:04.400000 - 0:16:06.400000
dakle ne moram ovdje imati;0:16:06.400000 - 0:16:08.400000
dakle upravo sam eliminirao;0:16:12.400000 - 0:16:14.400000
ovu potrebu za negacijama atomarnih formula;0:16:14.400000 - 0:16:16.400000
jer kao što vidite imam samo;0:16:16.400000 - 0:16:18.400000
samo ovo i beovesice;0:16:18.400000 - 0:16:20.400000
ok?;0:16:20.400000 - 0:16:22.400000
dobro;0:16:24.400000 - 0:16:26.400000
znači u buduće;0:16:28.400000 - 0:16:30.400000
b,s,o,m,o,p;0:16:30.400000 - 0:16:32.400000
da ovih nema;0:16:32.400000 - 0:16:34.400000
odnosno imam samo;0:16:36.400000 - 0:16:38.400000
samo aove i bove;0:16:38.400000 - 0:16:40.400000
aha ovdje sam isto krivo;0:16:54.400000 - 0:16:56.400000
znači ovo je bio ove fx-a zamanjio;0:16:56.400000 - 0:16:58.400000
dobro;0:17:06.400000 - 0:17:08.400000
znači sljedeće što gledam je;0:17:08.400000 - 0:17:10.400000
gdje mi se u tim formulama;0:17:10.400000 - 0:17:12.400000
pojavljuje variable x1;0:17:12.400000 - 0:17:14.400000
dakle neke od ovih variabli;0:17:14.400000 - 0:17:16.400000
vi,duplo vi,vi crtica,duplo vi crtica;0:17:16.400000 - 0:17:18.400000
su jednake x1;0:17:18.400000 - 0:17:20.400000
a neke nisu;0:17:20.400000 - 0:17:22.400000
dakle;0:17:22.400000 - 0:17:24.400000
imam četiri vrste variabli;0:17:24.400000 - 0:17:26.400000
svaka od njih može biti jednaka x1;0:17:26.400000 - 0:17:28.400000
ili ne biti jednaka x1;0:17:28.400000 - 0:17:30.400000
dakle biti jedna od ovih preostalih;0:17:30.400000 - 0:17:32.400000
dakle što se samo toga tiče;0:17:32.400000 - 0:17:34.400000
imam 16 slučajeva;0:17:34.400000 - 0:17:36.400000
ali naravno da;0:17:36.400000 - 0:17:38.400000
neki od njih su simetrični;0:17:38.400000 - 0:17:40.400000
dakle ako x1 pojavljuje tu;0:17:40.400000 - 0:17:42.400000
a ne tu;0:17:42.400000 - 0:17:44.400000
to je potpuno isto kao da se pojavljuje tu a ne tu;0:17:44.400000 - 0:17:46.400000
jednakost je simetrična;0:17:46.400000 - 0:17:48.400000
kažem to opet;0:17:48.400000 - 0:17:50.400000
negako slijedi iz ovih akcijoma jednakosti;0:17:50.400000 - 0:17:52.400000
dobro;0:17:54.400000 - 0:17:56.400000
ali dakle da vidimo;0:17:56.400000 - 0:17:58.400000
znači;0:17:58.400000 - 0:18:00.400000
a i se dijele;0:18:00.400000 - 0:18:02.400000
u tri skupine;0:18:04.400000 - 0:18:06.400000
znači;0:18:10.400000 - 0:18:12.400000
prvo ako se naravno;0:18:12.400000 - 0:18:14.400000
ako se x1 pojavljuje;0:18:14.400000 - 0:18:16.400000
i na jednoj i na drugoj strani;0:18:16.400000 - 0:18:18.400000
znači to je zapravo oblika;0:18:18.400000 - 0:18:20.400000
x1 je jednako x1;0:18:20.400000 - 0:18:22.400000
ovaj to jednostavno brišemo;0:18:22.400000 - 0:18:24.400000
dakle;0:18:28.400000 - 0:18:30.400000
takav a i;0:18:30.400000 - 0:18:32.400000
i neki drugi;0:18:32.400000 - 0:18:34.400000
ajot je;0:18:34.400000 - 0:18:36.400000
ekvivalentno sa jednostavno ajot;0:18:36.400000 - 0:18:38.400000
to je opet spostiritići akcijoma jednakosti;0:18:42.400000 - 0:18:44.400000
konkretno principa identitete;0:18:44.400000 - 0:18:46.400000
x1 jednako x nešto drugo je ono;0:18:46.400000 - 0:18:48.400000
xj;0:18:54.400000 - 0:18:56.400000
j je iz nada n;0:18:56.400000 - 0:18:58.400000
ovaj;0:19:00.400000 - 0:19:02.400000
dakle ili;0:19:04.400000 - 0:19:06.400000
xj jednako x1;0:19:10.400000 - 0:19:12.400000
skupimo;0:19:16.400000 - 0:19:18.400000
skupimo sve takve;0:19:18.400000 - 0:19:20.400000
na neki način zajedno;0:19:22.400000 - 0:19:24.400000
dakle;0:19:24.400000 - 0:19:26.400000
označimo;0:19:26.400000 - 0:19:28.400000
sa;0:19:30.400000 - 0:19:32.400000
s;0:19:32.400000 - 0:19:34.400000
skup;0:19:34.400000 - 0:19:36.400000
svih;0:19:36.400000 - 0:19:38.400000
takvih;0:19:40.400000 - 0:19:42.400000
naprimjer;0:19:42.400000 - 0:19:44.400000
piše samo x1 jednako x3;0:19:44.400000 - 0:19:46.400000
i nikakva druga formula tog tipa;0:19:46.400000 - 0:19:48.400000
više ne postoji;0:19:48.400000 - 0:19:50.400000
onda će s bit jednočlan skup 3;0:19:50.400000 - 0:19:52.400000
ako nema ni jedne takve formule;0:19:52.400000 - 0:19:54.400000
s će bit prazen;0:19:54.400000 - 0:19:56.400000
ako ima x1 jednako x3;0:19:56.400000 - 0:19:58.400000
x1 jednako x5;0:19:58.400000 - 0:20:00.400000
onda će s bit skup 3 5;0:20:00.400000 - 0:20:02.400000
i tako dalje;0:20:02.400000 - 0:20:04.400000
dobro;0:20:04.400000 - 0:20:06.400000
i xj jednako xj crtica;0:20:06.400000 - 0:20:08.400000
gdje su j i j crtica;0:20:08.400000 - 0:20:10.400000
elementi 2 do n;0:20:10.400000 - 0:20:12.400000
ovaj;0:20:14.400000 - 0:20:16.400000
mogli bismo nešto radi ali zapravo ne trebamo;0:20:16.400000 - 0:20:18.400000
zašto? jer;0:20:18.400000 - 0:20:20.400000
taj dio možemo izvući van;0:20:20.400000 - 0:20:22.400000
ispod kvantifikatora dakle;0:20:22.400000 - 0:20:24.400000
ne ovisi;0:20:24.400000 - 0:20:26.400000
o x1;0:20:26.400000 - 0:20:28.400000
znači;0:20:30.400000 - 0:20:32.400000
možemo reći izvućemo;0:20:32.400000 - 0:20:34.400000
ispod;0:20:36.400000 - 0:20:38.400000
kvantifikatora;0:20:40.400000 - 0:20:42.400000
imamo jedan jedini kvantifikator u formuli;0:20:42.400000 - 0:20:44.400000
postoji x1 takav da;0:20:44.400000 - 0:20:46.400000
i sad tu pišem nekakav;0:20:46.400000 - 0:20:48.400000
f crtica i;0:20:48.400000 - 0:20:50.400000
xj jednako xj crtica;0:20:50.400000 - 0:20:52.400000
gdje je;0:20:52.400000 - 0:20:54.400000
ni jedan ni drugi nisu jedan;0:20:54.400000 - 0:20:56.400000
onda je to ekvivalentno sa;0:20:56.400000 - 0:20:58.400000
xj jednako xj crtica;0:20:58.400000 - 0:21:00.400000
i postoji;0:21:02.400000 - 0:21:04.400000
x1 takav da;0:21:04.400000 - 0:21:06.400000
f crtica;0:21:06.400000 - 0:21:08.400000
a;0:21:10.400000 - 0:21:12.400000
dobro;0:21:12.400000 - 0:21:14.400000
znači;0:21:14.400000 - 0:21:16.400000
to je sve o tome;0:21:16.400000 - 0:21:18.400000
i sad jedino što je zapravo;0:21:18.400000 - 0:21:20.400000
na neki način preživjelo;0:21:20.400000 - 0:21:22.400000
pod ovim kvantifikatorom;0:21:22.400000 - 0:21:24.400000
je ovaj s;0:21:24.400000 - 0:21:26.400000
i sad šta možemo reći o tom s-u;0:21:28.400000 - 0:21:30.400000
dakle taj s kaže kojim sve;0:21:30.400000 - 0:21:32.400000
x-evima od ovih x2 do xn;0:21:32.400000 - 0:21:34.400000
x1 mora biti jednak;0:21:34.400000 - 0:21:36.400000
i šta onda možemo reći takavako;0:21:36.400000 - 0:21:38.400000
na primjer ako je s prazan;0:21:38.400000 - 0:21:40.400000
