Speech;Timestamp
Dakle, ne mogu ja. x unija y jeste element od F, x nije element od F i y nije element od F.;0:03:56 - 0:04:05
Međutim, opet, pretpostavka 1 je bila da je F ultrafilter.;0:04:05 - 0:04:09
Iz toga slijedi da je i bez x element od F i isto tako dolje i bez y element od F.;0:04:11 - 0:04:19
Što sad mogu? Opet presjek. A što je njihov presjek?;0:04:20 - 0:04:23
Znači u F-u se nalazi i presjek x, presjek i bez x, presjek i bez y,;0:04:24 - 0:04:32
međutim, demorganito je i bez x unija y.;0:04:32 - 0:04:37
I što sad opet imam? Imam i bez x unija y je u F, a gore sam imao da je x unija y u F;0:04:38 - 0:04:46
i opet sad njihov presjek je praznan stupnjom da mora biti u F,;0:04:46 - 0:05:03
a to je kontradikcija, naravno, F je ultrafilter.;0:05:03 - 0:05:06
Znači, F je ultrafilter.;0:05:06 - 0:05:08
Znači, on mora biti pravi.;0:05:11 - 0:05:13
Činjeni se da je ultrafilter.;0:05:15 - 0:05:17
Dobro, znači, 1 je iz 1 slijedi 2 i iz 1 slijedi 3.;0:05:18 - 0:05:21
Iz 3 slijedi 1, to je vrlo jednostavno.;0:05:22 - 0:05:25
Zašto? Zato što kad god uzmeš nekakav x podskup od i,;0:05:28 - 0:05:32
onda možeš i napisati kao x unija y bez x.;0:05:33 - 0:05:38
Dakle, ovaj tu je sigurno element od F, to je prvo svojstvo filtera i čitav i se nalazi u F,;0:05:40 - 0:05:46
a po trećem svojstvu točno to kaže da je x element od F ili y bez x.;0:05:47 - 0:05:57
Znači, stvarno, barem jedan od njih je unutra.;0:05:58 - 0:06:03
A zašto nisu obojica? Pa opet isto kao tamo, jel?;0:06:04 - 0:06:06
Dakle, kad bi bili i x i y bez x elementi od F,;0:06:07 - 0:06:14
tada bi njihov presjek bio element od F, međutim, presjek je prazan.;0:06:15 - 0:06:18
Znači, nisu obojica, a barem jedan jest, dakle, točno, ja od njih je u F;0:06:28 - 0:06:33
i to je točno svojstvo ultrafiltra.;0:06:34 - 0:06:36
E i sad, dakle, najteži dio je dva poboći, jedan.;0:06:37 - 0:06:41
Znači, pretpostavimo da jest maksimalno među pravima;0:06:57 - 0:07:06
i moram dokazati da je ultrafiltar.;0:07:07 - 0:07:08
Pretpostavim da nije ultrafiltar, međutim, pravi jest.;0:07:09 - 0:07:10
Dakle, jedino što se još može dogoditi je da padne ono svojstvo 5.;0:07:11 - 0:07:14
Pretpostavimo F nije ultrafiltar, ali jest radi filtar.;0:07:14 - 0:07:25
I sad opet, što to znači?;0:07:27 - 0:07:28
To formalno znači da ima nekakav skup x;0:07:29 - 0:07:31
takav da nije točno jedan od x i bez x unutra.;0:07:35 - 0:07:42
Međutim, to kao znači x nije u F i i bez x nije u F;0:07:42 - 0:07:50
ili x je u F i i bez x nije u F.;0:07:52 - 0:07:58
Međutim, ovo je kontradikcija sa time da je prav jer opet njihov presjek je prazan.;0:07:59 - 0:08:06
Znači, jedino što se zapravo može dogoditi je ovo,;0:08:07 - 0:08:11
a sad ćemo vidjeti da će i to dovest do kontradikcije sa time da je maksimalno među pravima.;0:08:12 - 0:08:17
Kako dobiješ kontradikciju da je netko maksimalno među pravima?;0:08:18 - 0:08:20
Konstruiraš pomoći ovog tu nekih pravi koji mu je pravi nadskup.;0:08:21 - 0:08:24
I veli on se konstruira ovako, znači;0:08:25 - 0:08:28
F crtica, bar mislim da će tako funkcionirati, je skup svih z pod skup i;0:08:28 - 0:08:40
takvih da postoji y element od F takav da je x presjek y pod skup od z.;0:08:41 - 0:08:50
Dakle, imitiram onu konstrukciju filtera iz familije,;0:08:51 - 0:08:55
samo naravno znam da je ova familija F filtr pa onda tu sad ne moram;0:08:55 - 0:08:59
proizvodno puno njih uzimati nego je dovoljno dva jer;0:09:00 - 0:09:03
ovih sad tu ima puno iz F, opet njihov presjek će biti jedan član iz F,;0:09:04 - 0:09:07
dakle dovoljno je uzeti jedan taj y.;0:09:08 - 0:09:10
Dakle, što sad moram dokazati?;0:09:12 - 0:09:13
Moram dokazati, znači tvrdimo, F crtica jest filter;0:09:14 - 0:09:23
nad i pravi i pravi nad skup, znači nad skup od F;0:09:26 - 0:09:36
i različit od F, dakle četiri svojstva moram dokazati;0:09:41 - 0:09:46
i onda ovaj, znači ovdje pravi znači i nije element od,;0:09:47 - 0:09:55
odnosno i sigurno jest element nego valjda prazen skup nije element od F crtice.;0:09:56 - 0:10:02
Dobro, kak vidim da je filter? Znači svakako je pod skup ovdje i;0:10:07 - 0:10:12
svakako sadrži i, zašto? Jer za i postoji y u F, evo ti ga i,;0:10:13 - 0:10:20
dakle baš odabereš i u F, on sigurno je, znači postoji sve jedno unutra;0:10:21 - 0:10:26
i x presjek i će baš biti x.;0:10:27 - 0:10:34
Dobro, a x je svakako pod skup i, znači štima.;0:10:35 - 0:10:39
Ovo, prvo svojstvo je ispunjeno.;0:10:43 - 0:10:46
Svojstvo zatvorenosti nad skupove je fakat trivialno, dakle,;0:10:47 - 0:10:50
ako imaš z crtica koja je nad skup od z, onda uzmeš ta isti y,;0:10:51 - 0:10:53
dakle ako je x presjek y pod skup od z, onda je pod skup i od svakog njegove nad skupa.;0:10:54 - 0:10:58
I zatvorenost na presjeke, e sad tu možda treba pisati, dakle šta?;0:10:59 - 0:11:03
Imaš dvojcu, znači z1 i z2.;0:11:04 - 0:11:07
Oni su ovdje meniti od F crtica.;0:11:07 - 0:11:12
To znači da postoji y1 i y2,;0:11:13 - 0:11:15
takvi da je x presjek y1 pod skup od z1 i x presjek y2 pod skup od z2.;0:11:16 - 0:11:26
Dobro, šta trebam?;0:11:27 - 0:11:32
Trebam vidjeti da je njihov presjek također unutra,;0:11:33 - 0:11:36
onda ću uzeti y1 presjek y2, znači ovih tu su u F.;0:11:37 - 0:11:41
Po svojoj tu zatvorenosti na presjeke,;0:11:42 - 0:11:44
slijede y, znači sa y ću označiti y1 presjek y2, to je element od F.;0:11:47 - 0:11:54
I onda tvrdim naravno x presjek y će jednostavno biti x presjek y1 presjek y2,;0:11:55 - 0:12:06
međutim to mogu napisati, to je svakog pod skup od z1,;0:12:07 - 0:12:14
jer je x presjek y1 je pod skup od z1 pa onda još kad ga presječem sa y2,;0:12:15 - 0:12:20
će biti pod skup od z1, međutim isto tako ću dobiti je pod skup od x presjek y2,;0:12:21 - 0:12:26
znači je pod skup od z2.;0:12:27 - 0:12:28
Sad imam jedan te isti skup x presjek y koji je pod skup i od z1 i od z2,;0:12:29 - 0:12:32
naravno to znači da je on pod skup od z1 presjek z2, a to sam htio.;0:12:32 - 0:12:39
Znači z1 presjek z2 je element od F crtica.;0:12:40 - 0:12:43
Dobro, znači dokazao sam da je F crtica filtr na d.;0:12:44 - 0:12:47
I sad još ova neka dodatna svojstva.;0:12:48 - 0:12:50
Kako znam da je F crtica pravi?;0:12:51 - 0:12:52
Dakle, moram vidjeti da prazan skup nije uvotra.;0:12:53 - 0:12:55
Predpostavljam da je.;0:12:56 - 0:12:57
Predpostavljam da je prazan skup u F crtice.;0:12:58 - 0:13:01
Šta bi to značilo?;0:13:01 - 0:13:02
To bi značilo da postoji nekakav y element od F;0:13:03 - 0:13:05
takav da je x presjek y, x je ovaj fiksni od to,;0:13:06 - 0:13:10
x presjek y pod skup od prazno.;0:13:11 - 0:13:14
Međutim, naravno pod skup od prazno zapravo znači jednako prazno;0:13:15 - 0:13:18
i to onda zapravo znači y je disjungtan sa x.;0:13:19 - 0:13:21
E, i sad, sad smo na konju jer biti disjungtan sa x zapravo znači;0:13:21 - 0:13:30
biti pod skup od njegovog komplementa.;0:13:31 - 0:13:33
Dakle, y je onda pod skup od i bez x,;0:13:34 - 0:13:37
a y je u F, a F je zatvoreno nad skupove,;0:13:40 - 0:13:44
iz ovog bi onda slijedilo da je i bez x element od F,;0:13:44 - 0:13:51
a sjećate se, možda to je bila kontradikcija.;0:13:52 - 0:13:55
Dakle, bili smo predpostavljali da postoji x takav da x nije element od F,;0:13:58 - 0:14:02
sad smo s tim radili, ali i bez x nije element od F,;0:14:03 - 0:14:06
sad smo dobili da x bez x mora biti element od F, naravno to je nemoguće.;0:14:07 - 0:14:09
Ok, dakle, to isto ništa.;0:14:09 - 0:14:12
Zašto je to nad skup od F?;0:14:13 - 0:14:14
Znači, uzmeš nekakav z iz F,;0:14:15 - 0:14:17
znači neka je z iz F proizvodnijan,;0:14:18 - 0:14:21
i sad moraš naći y u F takav da je x presijek;0:14:22 - 0:14:26
ta y baš pod skup od tog z, pa uzmeš baš taj z.;0:14:27 - 0:14:30
Za y ne staviš baš z i kažeš naravno x presijek z,;0:14:31 - 0:14:37
i onda svakako pod skup od z uvijek, dakle z je element od F.;0:14:38 - 0:14:44
I još samo moramo vidjeti da nije jednak F-u,;0:14:50 - 0:14:54
a kako to vidim, pa trebam samo naći neki element koji nije u F-u,;0:14:55 - 0:14:59
jer F je u F-crtica, naravno malo mi je baš ova x i stvarno to funkcionira.;0:15:00 - 0:15:04
Dakle, x nije u F prema predpostavci,;0:15:05 - 0:15:14
ali x je u F-crtica jer valjda, što uzmeš y?;0:15:15 - 0:15:20
Za y uzmeš i, znači x presijek i,;0:15:21 - 0:15:29
i je upravo x, što je pod skup od x, dakle x jeste element od F-crtica.;0:15:30 - 0:15:55
Evo ga, znači dobio sam pravi nad skup od F,;0:15:56 - 0:16:02
koji je pravi filtr na D, dakle kontradikcija sa činjenicom da je F maksimalni među pravima.;0:16:03 - 0:16:10
Dobro, eto, smo još tu elementarno nije raspisali do kraja.;0:16:11 - 0:16:18
Danje?;0:16:26 - 0:16:28
Dakle, teorema o ultrafiltru kaže, mislim može se reći preko pravog filtra,;0:16:36 - 0:16:42
ali može se zapravo uopće niti reći preko bilo koje familije sa svojstvom konačnih presijeka.;0:16:42 - 0:16:46
Znači, mora biti nad nepraznim skupom, ali dobro, naravno nas zanima i uglavnom bez konačnih skupove.;0:16:47 - 0:16:52
Dakle, imam nad nepraznim skupom neku familiju sa svojstvom konačnih presijeka,;0:16:52 - 0:16:57
familiju pod skupom ovaj.;0:16:57 - 0:16:59
Tada, postoji ultrafiltr nad tim istim skupom koji je nad skup od te familije.;0:16:59 - 0:17:04
Znači, svaka familija nad nepraznim skupom koja ima svojstvo konačnih presijeka;0:17:04 - 0:17:08
se može proširiti do ultrafiltra.;0:17:08 - 0:17:10
Kako se to napravi?;0:17:11 - 0:17:13
Prvo, kaže, napraviš filtr generiran sa E, to je ono standardno,;0:17:13 - 0:17:17
presijek svih filtra koji zadrže E, to je pravi filtr.;0:17:17 - 0:17:20
Zašto? Jer ova ima svojstvo konačnih presijeka.;0:17:20 - 0:17:22
To je ona stvar od prije.;0:17:22 - 0:17:24
Tu vidimo, to je ova propozicija.;0:17:35 - 0:17:37
Ima svojstvo konačnih presijeka, dakle, filtr generiran s njom je pravi.;0:17:38 - 0:17:42
To je ova F0.;0:17:42 - 0:17:44
I sad kaže, dobro, sad će nam ta F0, vidjet ćemo uskoro.;0:17:45 - 0:17:47
Kaže, promotri familiju svih pravih filtra koji sadrže E.;0:17:47 - 0:17:53
Sad bih tio nekog opet presijeka, ali ne mogu, dakle,;0:17:53 - 0:17:56
morajući zapravo preko cornova lema, ali polako.;0:17:56 - 0:18:00
Znači, familija svih pravih filtra koji sadrže E.;0:18:00 - 0:18:03
Znači, filtri su pravi, su sadrže E.;0:18:03 - 0:18:06
Kaže, da bi primijenili cornovu lemu, moraš prvo vidjeti da ima neki takav.;0:18:07 - 0:18:11
Koji je takav? Pa upravo F0.;0:18:11 - 0:18:13
F0 je pravi filtr i sadrže E, dakle, F0 je element lijepog F.;0:18:13 - 0:18:20
Dobro. E šta ti još treba za cornovu lemu? Trebaju ti unije lanaca.;0:18:20 - 0:18:23
Znači, ako uzmeš proizvodni lanac u toj lijepoj F urađenom inkluzijom,;0:18:23 - 0:18:28
treba vidjeti da je njegova unija također element lijepoj F.;0:18:28 - 0:18:31
Dakle, treba vidjeti da je filtr, da je pravi i da sadrže F.;0:18:31 - 0:18:37
Svaka od tih stvari je vrlo trivialna, ono mislim,;0:18:37 - 0:18:40
dakle, vrlo šablonska i onako kako ste dokazivali na teoriji skupova;0:18:40 - 0:18:45
kad ste primijenjivali cornovu lemu, sve to možete potpuno jednako primijeniti ovdje.;0:18:45 - 0:18:49
Dakle, kažem, to je vrlo, stvarno vrlo šablonsko.;0:18:49 - 0:18:52
Recimo šta ja znam. Zatvorena presjeh. Zašto?;0:18:52 - 0:18:54
Uzmeš dvojicu iz unije lanca, jedan je u jednom elementu lanca,;0:18:54 - 0:18:57
drugi je u drugom elementu lanca, u lancu su svi elementi usporedivi,;0:18:57 - 0:19:01
pa dakle, ta dvojica koji su dva elementa lanca su u nekim usporedivima,;0:19:01 - 0:19:04
ja od njih je znači veći, onda su obojica u tom jednom.;0:19:05 - 0:19:08
A ta jedan je element lanca, dakle, element familije, dakle,;0:19:08 - 0:19:12
zatvorena presjeke, pa je presjek u njemu, a onda je unija lanca.;0:19:12 - 0:19:16
Isto tako za sve ostale, sva ostala svojstva nekih, 5-6 njih.;0:19:16 - 0:19:20
Znači, po cornovu lemu slijedi da F ima maksimalni element.;0:19:22 - 0:19:25
E, i sad, naravno, ova propozicija, nismo joj dokazivali, bez veze,;0:19:25 - 0:19:30
maksimalni element među pravim filterima je upravo ultrafilter.;0:19:31 - 0:19:37
Dobro, e sad kažem, to je općeniti teorema koji prolazi,;0:19:38 - 0:19:42
ali, naravno, mogu jednostavno izbaciti ovaj prvi korak;0:19:42 - 0:19:46
i već krenut od pravog filtera.;0:19:46 - 0:19:50
Dakle, naravno, svaki pravi filter jest familija sa svojstvom;0:19:50 - 0:19:53
koračnih presjeka, dakle, za njega je to sigurno vrijedi.;0:19:53 - 0:19:56
I onda, kao korolara, zapravo, izuzetno važan teorem,;0:19:56 - 0:20:02
svaki pravi filter se može proširiti do ultrafiltera.;0:20:02 - 0:20:06
Naravno, mora biti pravi, jer, inače, kad ga proširim,;0:20:06 - 0:20:09
mislim, jednostavno, već je sve unutra, pa bilo kakvim proširenjem;0:20:09 - 0:20:12
ne mogu nikog smanjiti, ali čim je pravi, može se proširiti do ultrafiltera.;0:20:12 - 0:20:17
Konkretno, dakle, Frechetov filter jest pravi, naravno, jer,;0:20:19 - 0:20:23
na primjer, prazdan skup sigurno nije bezkonačan,;0:20:23 - 0:20:27
prazdan skup nije takav da mu je komplement konačan.;0:20:27 - 0:20:30
Zašto? Jer, naravno, trebamo uzeti neki bezkonačni skup,;0:20:30 - 0:20:34
ali, recimo, uzem skup prirodnih brojeva, na njemu promatram;0:20:34 - 0:20:37
Frechetov filter, na njemu Frechetov filter jest pravi,;0:20:37 - 0:20:41
i po ovom korolaru postoji ultrafilter koji ga proširi.;0:20:41 - 0:20:47
Naravno, dokaz u njegoveg izdencije smo koristili;0:20:47 - 0:20:50
s onom u Lemu, dakle, to nije konstruktivno, ali, znamo da možete.;0:20:50 - 0:20:55
Prijedite, samo, znači, kad bih uzeo konačni skup,;0:20:55 - 0:20:59
ovo i dalje funkcionira, samo, naravno, onda,;0:20:59 - 0:21:02
Frechetov filter, šta su to? To su skupovi čiji je komplement konačan.;0:21:02 - 0:21:06
Međutim, to su svi. Jer, dakle, ako imate konačni skup,;0:21:06 - 0:21:09
onda svi njegovi podskupovi su konačni, pa i svi komplement;0:21:09 - 0:21:13
njegovih podskupova su konačni. Dakle, to je zapravo,;0:21:13 - 0:21:17
to nije pravi filter, to je ne pravi.;0:21:17 - 0:21:21
Druga stvar, taj ultrafilter koji proširuje Frechetov sigurno nije glavni,;0:21:21 - 0:21:26
jer smo rekli, to je opet ova propozicija, tu.;0:21:26 - 0:21:30
Sadrži sve komplemente, znači sadrži Frechetov, onda nije glavni.;0:21:30 - 0:21:35
Eto, i sad najpokoj nijemo nekakav neglavni ultrafilter,;0:21:37 - 0:21:40
sad možemo nekakve netrivialne konstrukcije s tim raditi.;0:21:40 - 0:21:45
Da, prethodno, da malo generaliziramo ovu priču o konačnim presjedcima,;0:21:46 - 0:21:51
dakle, često, ne baš često, ali ponekad treba ne samo presjek;0:21:51 - 0:21:56
konačno mnogo njih, nego presjek niza skupova.;0:21:56 - 0:22:00
Znači, presjek prebrojivo mnogo elementata ultrafiltera.;0:22:00 - 0:22:05
Dakle, naravno, to bi smo mogli za proizvodne filtere definirati,;0:22:07 - 0:22:10
ali najđa će se definirati samo za ultrafiltere, pa ćemo tu napisati;0:22:10 - 0:22:13
za ultrafilter, takvo svojstvo zovemo prebrojiva potpunost.;0:22:13 - 0:22:17
Dakle, ultrafilter je prebrojivo potpun ako je zatvoren ne samo na konačna presjega,;0:22:17 - 0:22:21
što mora kao filter, nego je zatvoren i na prebrojivaju presjega.;0:22:21 - 0:22:25
Što je efektivno znači da, ako imaš nekakav niz elementa u,;0:22:25 - 0:22:29
onda ovaj njihov presjek također element od u.;0:22:29 - 0:22:33
Ultrafiltere se obično označavaju sa u.;0:22:34 - 0:22:36
Ultrafiltere koji nisu prebrojivo potpuni se zovu prebrojivo nepotpuni.;0:22:37 - 0:22:40
Znači za njih se može dogoditi u nekom trenutku da imate nekakav niz elementa od u,;0:22:40 - 0:22:45
ali njihov presjek ne bude element potpuni.;0:22:45 - 0:22:48
Primijetite da je ovaj u kojem smo pričali na prošlom slajdu,;0:22:49 - 0:22:53
dakle onaj koji sadrži fraša, je sigurno prebrojivo nepotpuni.;0:22:53 - 0:22:57
Aha, što znači sigurno?;0:22:58 - 0:22:59
Dobro, za nekakav, recimo na primjer konkretno uzmeš baš prebrojivsku,;0:22:59 - 0:23:03
dakle uzmeš skuprirodnih broja.;0:23:03 - 0:23:05
I onda imaš komplemente singletona, dakle en bez nula, en bez jedinice,;0:23:05 - 0:23:12
en bez dvojke, en bez trojke i tako dalje.;0:23:12 - 0:23:14
To su sve elementi od fraša, jer njihov komplement je jednočlan, dakle konačan.;0:23:14 - 0:23:19
Dakle svi oni su elementi od u, a njihov presjek je naravno prazan,;0:23:20 - 0:23:23
jer kad makneš nulu iz jednog, jedinicu iz drugog, dvojku iz trećeg itd.;0:23:23 - 0:23:28
i to presječeš, onda zapravo nećeš dobiti više ništa unutra.;0:23:28 - 0:23:32
Glavni filtre su sigurno prebrojivo potpuni, trivialno, opet jerak.;0:23:33 - 0:23:38
Sve što te zanima je li neki mali x unutra ili nije,;0:23:38 - 0:23:41
onda, čak i nije uopće bitno da je prebrojivo, ali možeš imati bilo kakvu familiju skupova,;0:23:41 - 0:23:46
svi oni sadržaju taj mali x, onda je njihov presjek kakav god bio,;0:23:46 - 0:23:50
koje god kardinalnosti bio sadržuje taj mali x.;0:23:50 - 0:23:52
Znači, očito je zatvoren na proizvode presjeka, ne samo na presjeke prebrojivao mevog skupova.;0:23:52 - 0:23:57
Ali kažem, glavni nas zapravo ne zanimaju, samo treba uvijek paziti šta oni zadovoljavaju;0:23:57 - 0:24:03
i da imamo nekakve univerzalne tvrdnje koje vrijedi za sve, sve ultrafiltre, pa tako i za glavne.;0:24:03 - 0:24:09
Evo, ovo je propozicija koja, ona opet je poprilično kombinatorička,;0:24:10 - 0:24:15
ne bi sad išao dokazivati, samo ću možda ispričati kak se dokaže,;0:24:15 - 0:24:18
ali kažem, možete svakako probati sami, nikakva logika se tu ne zahtjeva,;0:24:18 - 0:24:24
ovo je samo igranje sa skupovima.;0:24:24 - 0:24:27
Znači, koje razlike među ovog i ovog gore?;0:24:27 - 0:24:31
Dakle, ovdje jednostavno kaže bilo kakav niz, ovdje kaže padajući niz.;0:24:31 - 0:24:35
Znači, padajući niz i to ne bilo kakav, nego baš počinje sa čitavim i;0:24:35 - 0:24:42
i na kraju završi u praznom skupu.;0:24:42 - 0:24:44
Dakle, ne ovo gore samo kaže moraš završiti, da bi bio prebrojio nepopun,;0:24:44 - 0:24:48
moraš završiti u nečemu što nije element od u,;0:24:48 - 0:24:50
međutim, ovo kaže više, dakle, moraš baš završiti u praznom skupu.;0:24:50 - 0:24:54
A ova druga karakterizacija kaže slično, dakle, samo u nekom smislu dualno.;0:24:55 - 0:25:01
Dakle, unija njihova je čitav i nijedan od njih nije u i oni su u paravirmadisungti.;0:25:01 - 0:25:09
Dobro, znači, imate x-eve, x-evi su znači niz, bilo kakav, elementi su u u,;0:25:10 - 0:25:18
presjeh je u, kako od x-eva dobiti y-e?;0:25:19 - 0:25:22
To je lako, svaki y je kumulativni presjeh svih x-eva dotad.;0:25:23 - 0:25:30
Znači, y0 definirate da je i, y1 definirate da je x0,;0:25:30 - 0:25:41
y2 definirate da je x0 presjeh x1,;0:25:42 - 0:25:48
y3 definirate da je x0 presjeh x1 presjeh x2 i tako dalje.;0:25:49 - 0:25:58
Znači, sasvim jasno da je to padajući niz,;0:25:59 - 0:26:03
znači svaki taj y2 presjeh x2 je svaka odstupa za y2,;0:26:03 - 0:26:10
padajući niz jest i je y0 po definiciji i njihov presjek je prazan.;0:26:11 - 0:26:16
Zašto je njihov presjek prazan?;0:26:17 - 0:26:19
Jer, onda to će biti presjek x-eva.;0:26:22 - 0:26:30
To ne mora onda biti, samo malo.;0:26:30 - 0:26:34
Moram još nešto izvariti.;0:26:42 - 0:26:44
Dobro, a da uzmem, znači ovo je, ovo je mora biti i, ok?;0:26:50 - 0:26:55
Ali od ovih recimo onda mogu uzeti bez presjeka svih x-eva.;0:26:56 - 0:27:05
Najbolje se, uglavnom, tihni.;0:27:15 - 0:27:16
Ne iz i, nego iz n, ali sad je komplicirano tako napisati.;0:27:17 - 0:27:21
Uglavnom, znači, izbacim sve takve koji su u presjeku svih iz x0.;0:27:22 - 0:27:31
Zašto je to, aha, ne.;0:27:36 - 0:27:39
Ok, može. Znači, što sam ovdje zapravo napisao?;0:27:42 - 0:27:45
Mogu to ovako napisati. x0, presjek, presjek svih x i komplement.;0:27:45 - 0:27:53
I sad, znači komplement naravno u odnosu na veliko i.;0:27:54 - 0:27:57
I sad je ključno da ovo tu nije iz u, zašto? Jer je u prebrojivo nepotpun.;0:27:58 - 0:28:03
Dakle, ovo tu jest iz u, jer je u ultrafiltra.;0:28:04 - 0:28:08
Čim neko nije unutra, onda njegov komplement jest unutra.;0:28:10 - 0:28:13
I što sad imam? Aha, ovo tu nije iz u. Dakle, ovo je zadvornost na koračevoj presjeki.;0:28:13 - 0:28:20
Presjek je dva elementa, to mora biti element iz u.;0:28:21 - 0:28:24
I sad dalje je lako, jel, znači, ovo tu je, opet, bez ovog tu,;0:28:25 - 0:28:31
ali to je zapravo, mogu napisati, y1, presjek x1.;0:28:31 - 0:28:36
I to je element iz u, zašto? Jer y1 je iz u, a x1 je također iz u,;0:28:37 - 0:28:42
opet svojstvo zadvornosti na presjeku.;0:28:42 - 0:28:45
Nećemo ovako, nego ćemo samo definirati prethodni presjek sa pojedinim x-om;0:28:49 - 0:28:56
i onda će to biti svakako padajući niz, biće niz u i njihov presjek,;0:28:56 - 0:29:02
ne, sad je vidjeti, znači, presjek svih y i.;0:29:02 - 0:29:07
To je isto kao i presjek x-ema, jer su y-e dobiveni kao presjeci x-ema,;0:29:08 - 0:29:18
još presjek sa jednim od njih, a, naprimjer, uzmem baš y1.;0:29:19 - 0:29:26
Zašto to? Zato što je to onda, naravno, presjek svih x-ema;0:29:27 - 0:29:31
presjek x nula, presjek svih x-eva komponent.;0:29:32 - 0:29:39
Međutim, naravno, ovo tu je prazno, ova x nula neće biti,;0:29:39 - 0:29:43
zato je presjek je prazan.;0:29:43 - 0:29:46
Znači, to je kako od x-eva dobiti y-ove.;0:29:46 - 0:29:49
Kako od y-eva dobiti z-ove?;0:29:50 - 0:29:52
Imam padajući niz y-ova, znači, ovo mi je y nula, to je čitav i.;0:29:53 - 0:29:59
Ovo mi je y1, ovo mi je y2, itd.;0:30:00 - 0:30:05
Kako dobiti z-ove? Z-ove moraju biti parametrični, to su ovi komponenti.;0:30:05 - 0:30:10
Tu je z1, tu je z2, itd.;0:30:11 - 0:30:19
Definiram z nula, on je i bez y1, nije mogu reći, y nula bez y1.;0:30:19 - 0:30:29
I općajenje to, dakle, z n definiram kao y n bez y n plus 1.;0:30:32 - 0:30:40
Oni će očito biti parametrični, jer su y-ove padajući.;0:30:40 - 0:30:46
To sad, susjedni su uporani da su umkni, to je valjda očito,;0:30:46 - 0:30:51
ali i općajenji to su uporani da su umkni.;0:30:51 - 0:30:55
Tu sad ima malo pisat.;0:30:55 - 0:30:57
Njihova unija je čitav i, jer naravno na početku dobijemo i,;0:30:57 - 0:31:04
